Gene ID	7H9_R1	7H9_R2	Heat shock_R1	Heat shock_R2	Oxi.stress_R1	Oxi.stress_R2	acidic pH_R1	acidic pH_R2	HPC treated_R1	HPC treated_R2	Cow_R1	Cow_R2
MAP0266c	594.1	5.0	630.0	127.6	522.3	5.0	5.0	324.9	88.2	5.0	891.6	5.0
MAP0267c	419.8	1342.5	626.4	1653.5	1483.2	1220.0	5.0	349.2	5.0	5.0	1685.7	1881.2
MAP0268c	5.0	5.0	5.0	5.0	5.0	5.0	1390.9	690.5	5.0	1178.8	5.0	5.0
MAP0269	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	679.8	290.3	4302.8	6101.8
MAP0270	886.3	1685.5	723.5	1881.0	2240.8	1554.3	629.8	1857.8	953.6	1059.9	52.5	315.2
MAP0271	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP0273	2785.4	3530.7	2330.8	1837.7	2898.6	2214.3	4678.3	3942.2	6931.8	6702.6	1796.7	1925.8
MAP0274	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	397.7	5.0
MAP0275	3804.7	4521.6	3447.5	3629.9	4505.2	4599.4	931.7	2375.4	1688.1	856.8	5.0	5.0
MAP0276	91.5	5.0	5.0	305.3	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP0277c	569.1	946.8	529.6	588.9	852.1	557.1	365.2	590.5	979.3	464.9	4387.3	3897.5
MAP0278	5.0	5.0	5.0	5.0	5.0	30.8	5.0	35.3	5.0	5.0	5.0	5.0
MAP0279	658.3	124.0	384.3	5.0	91.6	5.0	1994.3	2107.8	4599.5	3963.5	5.0	244.6
MAP0280	7.8	5.0	220.6	35.2	1019.5	5.0	4206.5	1066.7	4558.6	3777.6	2052.6	3087.8
MAP0281	1584.6	1070.6	1405.2	1198.6	1403.6	800.7	251.2	709.3	532.6	463.3	1074.9	992.8
MAP0283c	1177.4	636.9	1199.5	927.0	993.2	492.3	201.7	272.4	64.3	279.5	5.0	394.6
MAP0284c	1215.5	580.5	995.6	862.4	709.2	741.6	5.0	5.0	5.0	5.0	5.0	5.0
MAP0285c	1075.1	1272.9	1277.7	675.2	1217.4	615.3	3865.3	3001.0	3749.0	3167.3	645.1	1381.9
MAP0286	5.0	5.0	5.0	5.0	5.0	5.0	13158.2	6753.8	10921.4	12711.5	5.0	5.0
MAP0287	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	636.4	1067.1	5.0	5.0
MAP0288	348.8	6.8	147.1	165.5	74.4	140.9	5.0	5.0	41.2	5.0	5.0	5.0
MAP0289	1454.3	1062.2	1193.0	990.7	1186.9	846.9	7590.2	5395.4	7990.5	5856.6	106.7	207.1
MAP0290	1545.7	895.0	1508.6	634.0	626.9	279.1	5.0	5.0	5.0	5.0	5.0	5.0
MAP0291	5.0	5.0	5.0	5.0	5.0	65.7	5.0	5.0	5.0	15.8	5.0	5.0
MAP0292	1111.7	5.0	406.7	452.7	685.0	376.1	5.0	95.2	5.0	5.0	5.3	5.0
MAP0293	380.1	849.2	607.8	5.0	5.0	98.5	38.0	5.0	155.3	148.0	5.0	5.0
MAP0294c	119.4	192.2	154.7	58.5	531.8	164.1	5.0	724.6	5.0	5.0	641.5	502.3
MAP0295c	727.8	848.0	627.1	513.4	1083.0	646.8	2413.4	3644.9	2359.0	1805.7	5.0	33.1
MAP0296c	1192.9	1344.5	943.3	1357.2	3074.3	1063.5	5.0	2110.0	192.4	5.0	1604.6	1835.0
MAP0297c	2643.0	7606.6	4192.4	1731.4	5525.9	3315.5	1660.1	3291.3	4057.5	547.8	1957.2	1105.2
MAP0298	2003.0	1171.1	1893.4	2090.6	2298.0	2012.0	919.8	1405.0	637.9	879.5	3351.5	3985.1
MAP0299c	1297.4	1231.5	1572.2	1466.9	1560.0	1148.3	5.0	5.0	5.0	5.0	2168.3	911.9
MAP0300	2701.5	2531.7	1943.6	1702.1	1923.8	1377.6	576.1	1127.2	760.1	224.4	2194.8	3868.4
MAP0301	1870.5	1675.5	1705.3	2594.1	2943.3	2401.3	1392.5	1755.5	960.4	1097.9	930.6	1477.3
MAP0302c	651.1	5.0	7.8	55.4	5.0	343.9	5.0	66.6	5.0	5.0	10099.1	8358.7
MAP0303c	1901.4	4261.8	1600.8	1571.0	2844.5	2592.5	5.0	5.0	5.0	5.0	1926.8	3728.7
MAP0304c	1192.8	401.3	542.0	352.8	1232.5	1386.5	704.7	868.5	444.5	662.3	5.0	395.4
MAP0305c	365.2	5.0	53.1	5.0	270.0	699.0	5.0	503.6	5.0	86.4	1400.4	429.1
MAP0306c	1252.4	442.8	237.3	1293.8	1291.5	1750.4	1625.3	939.0	1426.2	2474.9	5.0	5.0
MAP0307c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP0309c	5.0	5.0	5.0	152.7	5.0	116.6	2947.7	1045.3	2305.8	2611.3	5.0	5.0
MAP0310c	1859.7	1852.4	1697.8	2750.5	3353.8	2698.1	1792.1	2540.6	1533.0	1948.8	1024.1	1694.0
MAP0311c	759.1	535.4	693.2	536.4	654.0	500.8	416.7	452.9	186.6	5.0	5.0	5.0
MAP0312	1417.3	1310.0	1779.6	2247.6	2104.7	1574.2	392.4	1061.7	435.0	287.8	77.3	220.0
MAP0313c	626.9	348.7	552.8	116.6	822.2	455.5	196.2	210.2	5.0	225.7	725.4	5.0
MAP0314	1331.8	713.0	1177.9	697.6	1033.0	260.1	5.0	316.2	229.2	135.0	5.0	5.0
MAP0315	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP0316c	4630.7	6984.1	7108.2	4382.9	4036.1	3694.4	1395.4	2416.2	5.0	44.5	790.4	1563.5
MAP0317c	5.0	5.0	5.0	5.0	5.0	5.0	560.8	568.4	452.6	767.0	5.0	5.0
MAP0318	764.8	85.7	384.9	128.9	1111.9	143.0	506.2	854.0	5.0	292.5	5.0	5.0
MAP0319c	290.4	5.0	758.9	517.8	257.8	356.2	191.8	281.0	292.0	397.3	173.8	160.3
MAP0320	1689.5	952.8	943.0	2125.3	1750.1	936.3	235.4	1543.0	442.5	485.6	5.0	5.0
MAP0321	1013.3	223.4	557.6	736.4	680.7	967.2	5089.4	3585.1	3979.2	4642.6	515.6	185.7
MAP0322c	5.0	5.0	5.0	0.8	236.2	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP0323c	1360.9	1090.2	1181.0	1087.6	1594.4	1268.4	5.0	275.6	5.0	5.0	6610.8	7682.5
MAP0324	1346.1	2311.8	1285.6	1748.8	1850.5	1251.7	46.9	1702.4	2674.1	2586.8	5.0	764.6
MAP0325c	3434.8	1548.8	1783.4	1785.3	1912.5	700.7	9536.0	4064.6	7183.2	6492.1	921.0	983.0
MAP0326	1006.7	791.1	730.3	716.9	924.6	703.5	121.2	368.1	5.0	5.0	5.0	5.0
MAP0327	1056.8	268.0	686.4	745.6	467.2	909.9	29.8	524.6	5.0	142.8	5.0	5.0
MAP0328	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP0329c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	300.6	15.4	5.0	773.2	5.0
MAP0330	1341.0	1558.3	1697.4	995.7	1197.4	1184.5	440.1	1307.3	5.0	448.1	908.4	1780.2
MAP0331	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP0332	1420.9	1938.0	1188.6	1110.8	1877.2	2251.5	542.5	921.1	1793.1	1335.8	2381.9	1015.8
MAP0333	5.0	5.0	5.0	5.0	5.0	5.0	5.0	135.7	5.0	400.9	5.0	5.0
MAP0334	629.6	1229.1	1132.4	711.0	1115.4	821.1	5.0	265.4	5.0	5.0	5.0	2828.4
MAP0335	201.1	53.6	5.0	90.4	432.8	215.1	5.0	5.0	5.0	5.0	5.0	5.0
MAP0336c	684.9	367.1	665.6	370.8	294.6	696.7	1380.4	709.0	983.9	2244.3	186.1	144.4
MAP0337	1454.3	332.1	5.0	4012.9	2040.1	2227.9	217.8	3147.5	406.7	472.9	5.0	5.0
MAP0339c	971.3	870.9	1255.0	639.7	779.3	762.6	4754.5	3455.9	4290.1	4508.4	0.7	475.4
MAP0340c	1502.0	1983.5	1615.4	1257.0	974.2	685.1	5.0	5.0	5.0	5.0	2725.3	4674.1
MAP0341	1435.8	1645.8	1254.9	1802.1	1612.0	1574.2	3927.8	2289.8	4080.3	2891.2	1258.8	2218.4
MAP0343	256.1	5.0	5.0	5.0	5.0	5.0	3011.2	2090.0	3182.7	4952.3	5.0	5.0
MAP0344c	1489.7	1510.5	946.3	723.9	1317.0	83.9	50.8	368.2	414.1	487.6	5.0	5.0
MAP0345c	52.1	5.0	5.0	5.0	5.0	5.0	11227.2	5647.5	8588.3	8130.8	133.4	5.0
MAP0346c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP0347c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP0348c	2057.3	1992.9	2038.4	2654.8	3140.6	2913.4	5.0	47.3	5.0	153.6	5.0	5.0
MAP0349	639.7	276.0	379.5	449.3	289.5	139.3	172.5	490.0	5.0	5.0	1061.3	734.8
MAP0350	469.2	212.9	330.7	338.4	699.3	281.4	263.5	251.3	400.7	302.7	2849.3	2349.1
MAP0351	5.0	44.2	148.8	5.0	5.0	5.0	5.0	5.0	5.0	5.0	365.3	392.1
MAP0352c	5.0	5.0	5.0	5.0	5.0	5.0	4836.9	931.0	5.0	1819.2	20242.7	13777.4
MAP0353	1236.8	1329.1	1114.8	1131.2	1438.4	1069.2	1223.8	1250.5	799.0	945.1	282.5	87.7
MAP0354c	5.0	5.0	5.0	215.7	5.0	203.7	5.0	79.2	5.0	5.0	5.0	5.0
MAP0355	1785.7	1905.1	1194.3	1117.9	1618.2	940.3	1853.9	1599.0	1383.7	1551.6	5.0	5.0
MAP0356c	457.6	363.3	714.9	407.4	451.3	418.7	5.0	5.0	5.0	5.0	5.0	146.2
MAP0357	554.6	552.3	393.5	458.0	302.3	444.8	1401.0	1012.6	944.0	1302.4	1222.5	568.6
MAP0358c	794.8	1570.5	487.6	1247.8	564.3	2452.3	188.1	332.7	5.0	754.0	1717.3	1140.4
MAP0359c	1159.8	813.9	852.6	416.1	557.8	231.5	5.0	1178.1	5.0	5.0	38.0	650.1
MAP0360c	2160.0	5.0	1804.8	462.7	806.4	1177.9	5298.2	3928.9	9680.1	4991.9	1340.9	808.3
MAP0361c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	125.3	5.0	5.0
MAP0362c	1518.8	1579.6	1028.0	1170.9	1494.3	1730.6	5.0	412.8	5.0	5.0	2501.5	5344.8
MAP0363	5.0	5.0	5.0	5.0	37.0	408.1	309.3	604.4	388.8	456.4	5.0	5.0
MAP0364c	1821.2	1522.5	1355.5	1376.5	2086.4	1803.6	179.6	900.2	5.0	5.0	5.0	5.0
MAP0365c	1655.6	2374.5	1416.3	1123.7	898.7	876.5	5.0	5.0	5.0	5.0	2093.8	3364.4
MAP0366	2691.2	2039.5	2097.4	1760.2	2287.5	1686.6	452.6	288.7	5.0	5.0	5.0	5.0
MAP0367	633.8	1077.2	877.6	1709.8	1413.3	1436.9	2384.3	1257.8	2560.5	1406.4	5.0	5.0
MAP0368	445.0	5.0	551.6	5.0	5.0	5.0	347.4	5.0	5.0	63.3	5.0	246.5
MAP0369	5.0	5.0	152.5	5.0	5.0	5.0	5.0	5.0	3.3	239.8	5.0	5.0
MAP0370	327.6	5.0	133.7	30.0	271.4	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP0371	8.6	5.0	27.2	698.8	527.9	5.0	5.0	5.0	5.0	5.0	5.0	73.7
MAP0372	815.2	5.0	476.5	1443.7	1880.3	1761.7	5.0	92.5	5.0	9.6	5.0	5.0
MAP0373	1876.8	5.0	1531.8	994.0	1020.3	927.7	5.0	5.0	5.0	5.0	5.0	5.0
MAP0374c	1491.5	1120.3	1286.2	1036.3	1561.9	964.7	6241.5	5635.1	11421.6	6362.8	1020.8	1496.9
MAP0375c	1010.9	484.5	742.8	5.0	691.9	385.7	368.4	451.9	5.0	351.1	1780.2	2231.9
MAP0376c	487.2	187.2	694.3	5.0	171.8	5.0	5.0	5.0	5.0	5.0	1641.1	1381.5
MAP0377c	5.0	5.0	5.0	476.4	1358.5	47.5	5.0	5.0	5.0	5.0	5.0	5.0
MAP0378c	1344.7	5.0	983.9	5.0	216.4	5.0	5.0	35.9	5.0	9.4	5.0	5.0
MAP0379c	1234.3	1938.3	1443.6	995.7	900.6	994.9	5.0	5.0	5.0	5.0	5.0	5.0
MAP0380	1538.3	636.9	1030.4	1378.9	2104.6	1905.8	689.0	2293.5	665.9	657.0	1736.5	1396.7
MAP0381	358.1	5.0	5.0	317.7	5.0	5.0	547.0	280.7	130.0	552.1	266.2	5.0
MAP0382c	3743.4	4341.8	3361.4	4239.3	5315.6	3824.1	1191.8	2538.6	950.9	1619.0	3291.4	3331.8
MAP0383	973.1	5.0	5.0	507.8	488.4	770.3	82.1	828.9	387.8	345.0	5.0	5.0
MAP0384	1880.5	1929.5	2211.6	3347.8	2724.8	2768.6	1295.9	2438.5	1320.4	1782.2	5.0	5.0
MAP0385	5.0	5.0	35.7	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP0386c	2012.3	2259.3	1035.6	2007.1	2028.4	1668.7	734.4	1733.8	594.3	1172.3	846.1	135.7
MAP0387	1196.1	2649.7	1473.5	1674.5	1011.1	2654.0	5.0	5.0	5.0	5.0	95.3	5.0
MAP0389	594.0	820.5	254.8	361.8	249.9	289.5	5442.7	3482.1	4668.1	6168.3	5.0	5.0
MAP0390c	1568.0	187.2	991.8	459.7	733.2	148.6	43.6	871.4	5.0	321.5	3361.3	3947.8
MAP0391c	2998.3	2683.2	1904.5	3509.7	3140.8	3178.1	643.2	2972.4	823.5	958.7	4580.8	2489.5
MAP0392c	1001.9	5.0	1095.2	1549.7	1420.0	1282.9	5.0	311.9	5.0	5.0	3123.1	3060.8
MAP0393	4037.0	991.9	7327.6	4010.7	1094.4	873.8	352.8	1626.5	500.1	241.0	5.0	126.2
MAP0394c	5.0	5.0	5.0	5.0	5.0	5.0	299.6	308.4	279.8	120.2	5.0	5.0
MAP0395c	533.7	490.3	387.6	746.1	934.4	906.7	28.9	754.2	6.4	270.4	5.0	5.0
MAP0396	5.0	519.5	5.0	5.0	5.0	5.0	5.0	5.0	128.9	619.4	5.0	5.0
MAP0397	407.2	202.3	78.0	44.9	500.7	271.2	5.0	639.9	1246.2	617.0	5.0	5.0
MAP0398c	1613.0	1548.3	1818.3	3294.3	1494.4	1323.1	5.0	2101.8	5.0	5.0	787.1	5.0
MAP0399c	701.9	191.8	525.8	619.0	463.8	296.9	5.0	478.7	5.0	5.0	86.4	166.9
MAP0400	81.5	551.6	229.7	5.0	932.6	247.1	606.3	1029.8	5.0	5.0	81.2	5.0
MAP0401	5.0	5.0	5.0	5.0	5.0	5.0	1911.6	660.9	1652.0	794.7	5.0	5.0
MAP0402	1209.8	1520.5	768.3	778.7	1280.2	918.3	181.4	747.4	20.4	206.9	1530.2	3022.0
MAP0403	2312.2	1971.1	2106.8	1820.2	2030.6	1121.2	546.5	1722.0	466.5	498.8	563.3	1264.2
MAP0404c	2452.7	2180.4	1930.8	2032.2	2256.2	1849.0	872.8	1616.7	5.0	5.0	912.7	1475.0
MAP0405c	2306.8	1503.4	1944.5	1887.0	1526.8	1486.6	5.0	1434.4	5.0	5.0	7179.4	6247.4
MAP0406	607.4	5.0	5.0	55.2	86.7	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP0407c	4406.0	1542.9	3052.7	1632.2	1188.2	1557.4	5.0	5.0	5.0	5.0	733.0	1316.1
MAP0408	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP0409	1364.1	507.0	1283.7	832.9	1043.1	643.1	408.2	1043.3	328.9	543.7	5.0	5.0
MAP0410	699.1	316.5	298.3	593.9	633.8	5.0	5.0	215.8	67.1	5.0	821.5	160.7
MAP0411	884.5	284.7	500.6	710.3	558.4	481.1	5.0	5.0	5.0	5.0	5.0	5.0
MAP0412	264.4	5.0	5.0	458.1	613.2	5.0	160.6	575.2	280.9	274.2	5.0	5.0
MAP0413	2537.2	2552.6	2118.6	1298.1	1450.0	686.1	5.0	5.0	5.0	5.0	3719.6	5882.2
MAP0414c	5.0	5.0	5.0	252.1	321.1	140.4	5.0	5.0	5.0	170.4	5.0	5.0
MAP0415	4653.8	10248.8	5863.8	4254.0	2200.7	2081.3	879.9	2126.4	6195.6	2182.8	7362.7	10268.9
MAP0416	5.0	5.0	5.0	5.0	5.0	54.1	1894.8	882.9	953.0	2162.3	1974.7	5.0
MAP0417	5.0	5.0	5.0	5.0	5.0	5.0	25.3	5.0	5.0	5.0	5.0	5.0
MAP0418	3498.7	3679.6	3522.5	3838.9	3053.2	2754.0	1037.6	2114.8	1167.5	1691.4	3142.1	2528.3
MAP0419	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP0420	1313.3	748.2	978.0	71.9	5.0	5.0	931.6	1267.4	446.5	381.6	5.0	512.0
MAP0421c	1286.4	762.4	1853.9	1429.1	1277.8	674.4	1441.7	1306.7	2106.9	1604.9	5.0	203.9
MAP0422c	1610.8	1369.2	1959.3	1530.2	1356.8	1536.0	260.4	826.4	511.6	457.9	1506.7	2793.3
MAP0423	5439.2	10432.4	1471.5	2518.1	3314.4	3290.6	552.4	5991.4	5.0	730.4	5.0	5.0
MAP0424	2668.4	3273.9	2794.5	1437.2	1643.7	474.6	308.0	558.3	1611.7	487.7	2777.8	6662.0
MAP0425	498.6	87.7	619.9	471.6	429.9	739.9	1026.5	707.4	821.6	1191.8	18.4	720.2
MAP0426c	1171.3	5.0	1300.5	787.4	669.3	5.0	3142.6	2977.7	7360.3	4269.8	1440.8	2512.0
MAP0427	2544.1	2455.4	3280.9	2582.5	3560.7	2325.9	619.5	1186.6	1309.0	1095.4	1023.2	822.4
MAP0429c	1808.7	932.6	1372.0	1410.5	1996.9	1498.2	261.9	989.7	19.7	494.1	837.1	631.7
MAP0430	726.6	326.7	291.4	751.9	706.5	482.2	216.1	901.6	5.0	92.8	5.0	5.0
MAP0431c	259.7	89.1	199.4	295.0	538.2	489.6	5.0	336.6	5.0	5.0	5.0	5.0
MAP0432c	1045.5	592.7	771.3	716.3	676.2	573.5	1767.9	1138.3	3039.0	2409.0	354.9	1427.9
MAP0433c	759.6	758.7	415.3	527.5	402.0	5.0	296.0	431.4	41.4	157.2	5.0	5.0
MAP0434	5.0	5.0	5.0	5.0	5.0	5.0	939.2	422.3	181.5	5.0	5.0	5.0
MAP0435c	353.0	513.2	674.2	465.8	354.4	5.0	424.6	1068.5	831.7	325.5	5.0	5.0
MAP0436	2064.7	699.5	1272.6	1647.6	1807.8	1269.0	998.3	1856.7	601.5	597.2	5.0	5.0
MAP0437	94.8	570.9	876.0	244.1	1013.1	735.0	1126.7	1009.2	877.0	1502.4	1264.3	2311.0
MAP0438	4725.5	3823.6	5495.8	4986.3	4819.7	2882.5	1347.9	1816.8	1647.6	763.6	2986.8	3952.0
MAP0439	5476.9	10749.5	6366.5	7156.1	8011.5	6523.1	533.0	2806.8	3081.2	276.7	2968.0	3364.1
MAP0440c	1996.0	2985.8	2037.8	2060.4	2450.9	1996.6	5.0	5.0	5.0	5.0	902.9	2063.8
MAP0441	732.8	11.4	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	680.0	735.7
MAP0442	188.9	5.0	23.5	5.0	5.0	5.0	501.6	347.6	197.9	469.5	5.0	5.0
MAP0443c	1507.1	996.7	945.0	1568.7	1499.2	1355.1	5.0	5.0	5.0	5.0	2466.3	1549.5
MAP0444c	1620.9	1383.0	1533.0	1471.8	1610.7	1675.6	984.1	1523.2	2246.1	1966.1	5.0	5.0
MAP0445c	616.5	428.8	841.1	1059.1	970.4	576.7	5.0	81.6	5.0	5.0	5.0	5.0
MAP0446c	1640.1	967.4	1184.3	1650.7	1232.9	805.3	1198.2	1315.4	64.8	5.0	977.8	1010.9
MAP0447	1990.0	1221.0	2420.0	3288.6	1720.8	3009.3	1580.7	2480.6	679.2	1240.8	925.5	214.5
MAP0448	1516.1	1019.7	1304.0	1307.2	766.4	1163.2	5150.7	3978.5	8053.1	4444.0	831.0	932.0
MAP0449	380.2	191.8	367.2	456.2	551.4	482.1	228.1	857.8	5.0	48.3	5.0	5.0
MAP0450	1249.5	5.0	164.7	1543.1	1251.1	774.0	508.0	1651.2	5.0	229.4	5.0	5.0
MAP0451	297.6	5.0	522.2	5.0	5.0	5.0	421.4	5.0	183.1	921.1	5.0	5.0
MAP0452	5.0	5.0	5.0	477.0	5.0	5.0	4014.7	1681.2	9487.3	5141.7	5.0	5.0
MAP0453	367.9	249.6	332.3	435.7	5.0	5.0	202.6	367.6	5.0	54.5	216.5	5.0
MAP0455	910.5	419.4	681.0	535.8	593.5	699.3	5.0	5.0	5.0	5.0	5.0	5.0
MAP0456	1096.7	487.5	1434.2	1357.8	1205.8	774.3	5.0	1136.3	5.0	5.0	5.0	5.0
MAP0457	2663.6	3386.9	2996.8	2543.2	2819.6	2241.0	5.0	682.2	5.0	5.0	5.0	5.0
MAP0458	858.5	641.0	575.2	937.6	1049.5	1009.3	5.0	5.0	5.0	5.0	260.2	471.2
MAP0459	1554.9	1293.4	909.3	1104.8	1514.1	1216.0	5.0	5.0	5.0	5.0	1323.9	2020.3
MAP0460	2937.9	2256.2	3729.9	2466.7	2316.1	1389.8	876.0	2093.6	697.0	1011.5	2480.5	2646.6
MAP0461	1402.0	571.9	1609.9	2324.1	2300.8	1861.5	5.0	1323.2	1151.0	622.3	347.4	5.0
MAP0462	2261.9	2370.2	2087.6	2713.5	2222.5	2216.3	1514.7	1452.9	1224.5	1256.6	2462.6	1900.5
MAP0463	1446.2	1101.3	915.2	794.3	1566.0	782.6	777.5	820.0	52.0	569.2	1004.1	2266.1
MAP0464	1716.3	4082.4	3113.4	3223.5	4673.6	3196.6	170.3	2120.5	1008.7	188.3	5717.4	4858.4
MAP0465	5.0	5.0	5.0	5.0	5.0	5.0	341.9	177.0	5.0	236.4	5.0	5.0
MAP0466c	23.0	182.7	12.1	5.0	421.0	237.7	5.0	6.6	5.0	5.0	1699.3	5.0
MAP0467c	1760.5	3169.4	1533.9	2477.6	2580.8	2203.7	895.2	2759.2	738.2	595.2	2308.8	4700.5
MAP0468	5.0	5.0	5.0	5.0	5.0	5.0	64.2	5.0	5.0	282.1	46.2	5.0
MAP0469c	442.9	179.6	275.1	125.2	5.0	43.9	5407.5	3659.3	7970.9	5719.9	63.1	366.0
MAP0470	5.0	5.0	5.0	5.0	5.0	5.0	316.9	5.0	5.0	511.5	5.0	5.0
MAP0471	2399.3	1411.9	1205.3	1922.1	1418.8	510.3	2899.1	3341.1	2803.7	2758.2	450.8	743.4
MAP0472c	642.1	53.2	623.3	425.5	482.8	570.0	5.0	5.0	551.4	193.0	5.0	295.1
MAP0473c	1202.9	960.5	1005.6	1088.5	1006.9	1220.0	305.2	636.2	716.9	625.8	615.6	268.0
MAP0474c	621.5	5.0	172.0	1526.8	1589.2	940.4	361.0	2189.6	5.0	5.0	5.0	5.0
MAP0475	6988.3	7866.4	6336.7	8719.4	7226.5	9185.4	5.0	3763.1	244.3	919.2	3298.2	2301.1
MAP0476	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP0477	1201.2	872.7	1484.4	1062.3	1437.7	771.9	296.0	1273.9	783.9	1045.5	6258.6	3629.6
MAP0478	5.0	5.0	289.5	5.0	0.6	5.0	5.0	5.0	5.0	5.0	257.0	5.0
MAP0479	5.0	5.0	5.0	5.0	5.0	5.0	164.2	446.3	54.4	5.0	5.0	5.0
MAP0480	1939.3	2384.8	2452.0	2332.9	2352.7	1908.2	4236.4	2464.3	4351.6	4413.3	2413.1	769.6
MAP0481c	1360.0	1028.3	1112.0	1370.7	1294.5	1099.8	359.5	768.0	155.8	492.3	156.7	834.3
MAP0482	3244.4	3592.6	3034.6	3299.9	3511.3	2709.6	12384.0	8859.2	16428.6	10774.2	4166.7	4335.9
MAP0483	732.6	1018.6	1020.7	2156.1	2415.4	3096.3	87.0	1870.4	1127.5	431.9	5.0	5.0
MAP0484c	410.1	5.0	655.9	128.3	258.1	59.4	5.0	5.0	36.4	5.0	109.5	633.1
MAP0485c	941.3	5.0	768.7	818.5	512.6	607.1	242.6	431.6	5.0	5.0	733.6	779.8
MAP0486c	952.7	588.5	715.4	588.0	800.8	594.7	229.7	304.8	352.4	182.5	484.8	426.0
MAP0487c	5.0	5.0	5.0	5.0	5.0	5.0	3768.4	1517.1	2893.3	3783.7	5.0	5.0
MAP0488c	5.0	5.0	5.0	5.0	5.0	5.0	4545.3	3638.8	4930.0	5299.9	56.8	5.0
MAP0489c	5.0	5.0	5.0	5.0	5.0	5.0	1372.0	437.8	39.3	5.0	5.0	5.0
MAP0490	1761.0	1724.0	1501.0	1038.0	1509.6	639.8	5.0	5.0	5.0	5.0	158.1	617.6
MAP0491c	1349.3	626.4	1286.8	840.5	995.6	584.2	5.0	5.0	5.0	5.0	5.0	5.0
MAP0492	1097.3	5.0	940.1	986.8	836.6	860.3	889.2	1304.5	860.5	797.6	870.4	912.1
MAP0493c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP0494	1072.4	741.2	812.1	2364.5	204.9	573.6	5.0	723.5	3.1	5.0	3369.4	2322.2
MAP0495c	1896.3	1389.4	1346.5	1551.4	1235.2	1218.1	7300.8	4930.2	11534.7	6488.6	131.2	1144.3
MAP0496c	656.7	16.3	221.1	345.8	440.5	426.3	435.9	740.6	689.2	269.0	5.0	86.2
MAP0497	178.6	103.3	176.8	205.5	28.4	231.9	1133.3	865.8	1912.8	970.0	5.0	5.0
MAP0498	1207.8	1089.0	1340.2	995.0	1296.3	1162.7	326.8	376.7	916.9	676.0	801.9	1313.1
MAP0499	1117.9	780.9	1373.5	631.1	816.5	572.4	3088.5	2014.6	6954.3	7757.7	2276.3	3944.2
MAP0500	123.4	5.0	5.0	583.6	408.3	89.6	136.9	549.9	5.0	441.6	5.0	5.0
MAP0501	180.0	102.9	322.9	314.3	167.1	41.8	5.0	252.1	5.0	5.0	5.0	5.0
MAP0502c	1786.6	5235.6	2158.6	1904.3	2116.3	2496.5	52.7	885.9	1626.5	67.3	724.3	536.5
MAP0503c	5.0	753.8	1107.4	1088.7	1000.3	753.5	327.7	1122.3	5.0	222.7	5.0	5.0
MAP0504c	181.8	1214.9	598.0	5.0	669.9	5.0	5.0	252.5	271.5	5.0	520.6	584.4
MAP0505c	5.0	5.0	234.8	5.0	88.2	5.0	5.0	12.9	1.7	5.0	5.0	5.0
MAP0506c	1547.4	693.7	1020.5	1436.8	1877.5	1249.7	5.0	290.5	5.0	5.0	345.6	847.7
MAP0507	2350.7	3078.6	2366.8	3687.2	2645.2	2287.7	5135.5	4048.5	2111.2	3238.4	445.5	1048.9
MAP0508	331.2	5.0	156.3	5.0	5.0	5.0	350.0	1023.8	560.3	430.7	1052.0	5.0
MAP0509	2500.8	3222.5	2407.4	2130.0	2127.8	2904.9	7380.3	5513.6	17198.4	8709.0	14792.6	11406.9
MAP0510	326.3	86.5	320.8	88.4	136.5	363.4	5.0	5.0	5.0	5.0	281.6	381.2
