Gene ID	7H9_R1	7H9_R2	Heat shock_R1	Heat shock_R2	Oxi.stress_R1	Oxi.stress_R2	acidic pH_R1	acidic pH_R2	HPC treated_R1	HPC treated_R2	Cow_R1	Cow_R2
MAP1071c	287.8	4.3	323.7	179.1	5.0	87.2	5.0	153.0	5.0	5.0	5.0	5.0
MAP1072	167.0	5.0	383.9	5.0	5.0	386.0	5.0	452.2	5.0	5.0	5.0	5.0
MAP1073	5.0	82.1	5.0	5.0	710.4	193.7	764.5	2400.3	2797.4	2470.4	5.0	5.0
MAP1074c	1446.5	1718.3	2426.4	1765.6	834.2	480.1	80.7	450.2	68.8	417.6	5.0	5.0
MAP1075c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	424.1
MAP1076	157.1	367.3	1325.3	560.2	1213.5	1006.0	102.0	555.9	775.8	546.7	5.0	5.0
MAP1077	885.1	352.9	816.7	986.9	918.3	911.2	4732.4	3132.3	4963.8	3414.2	1274.8	322.7
MAP1078	4156.3	3636.3	4257.8	3314.5	3989.2	4230.8	1332.8	2064.8	847.1	1184.7	1837.4	1420.5
MAP1079	1404.1	1504.5	1591.8	1517.3	1136.2	1074.4	2244.2	2211.2	2153.4	2416.2	1105.4	1866.4
MAP1080	292.5	2350.2	999.3	1037.7	1145.0	706.6	464.8	603.7	1396.5	1119.9	180.9	1220.5
MAP1081	1904.3	1705.7	2246.6	1831.7	1708.4	1702.2	5.0	5.0	5.0	5.0	201.7	1420.1
MAP1082c	1082.1	1015.0	1254.3	534.2	937.9	1027.4	1192.6	1260.4	5.0	449.7	1445.7	5.0
MAP1083c	480.3	1233.7	556.4	783.7	1140.1	1151.1	5.0	588.5	110.4	80.1	27.5	483.5
MAP1084c	5.0	471.8	5.0	739.9	267.5	1612.7	283.2	978.0	5.0	5.0	5.0	5.0
MAP1085	2475.8	3491.0	2623.6	2226.6	2428.0	2052.0	5.0	25.3	5.0	5.0	2043.0	1483.3
MAP1086	1299.3	1976.4	945.7	1164.7	1552.4	1353.8	5.0	5.0	5.0	5.0	304.3	1681.6
MAP1088	306.3	144.6	129.7	5.0	335.1	104.2	5.0	5.0	5.0	5.0	439.5	5.0
MAP1089	369.4	615.9	73.8	416.2	352.5	247.7	5.0	5.0	5.0	5.0	5.0	5.0
MAP1090	144.2	5.0	43.9	298.9	381.4	291.3	165.9	319.0	33.0	123.4	5.0	5.0
MAP1091	1318.2	1396.3	1668.2	859.7	732.6	735.6	5.0	5.0	5.0	5.0	1111.8	2556.4
MAP1092	3083.0	3784.7	2573.9	3521.0	3273.8	3176.4	1089.0	2396.7	1037.7	1725.1	1528.3	1308.3
MAP1093	1274.9	1827.2	1447.7	1013.4	1035.8	683.4	5.0	5.0	5.0	5.0	5.0	5.0
MAP1094	975.7	5.0	1223.5	1792.8	331.2	556.7	1687.0	848.6	1658.0	1431.2	5.0	5.0
MAP1095c	2409.1	3383.1	3279.3	3029.4	2493.4	2918.1	2241.1	2143.8	2977.4	2674.9	111.9	288.7
MAP1096	1341.5	3142.3	2037.5	758.4	1076.1	1788.0	557.2	979.7	848.1	304.7	3010.0	5.0
MAP1097	871.9	1283.5	750.9	1237.1	991.2	1205.5	4575.2	2854.5	2457.8	2334.5	2433.3	825.6
MAP1098	2161.8	3963.3	3195.7	4384.2	3680.0	3589.1	714.0	1467.5	5.0	5.0	1738.2	1950.1
MAP1099	291.2	133.2	218.0	554.5	5.0	172.6	5.0	5.0	5.0	5.0	604.0	1715.0
MAP1100	457.2	201.0	259.4	428.9	352.8	420.1	774.0	470.9	88.6	336.2	5.0	71.5
MAP1101	2367.8	2127.1	1577.3	2617.9	2354.4	2142.4	5.0	5.0	5.0	5.0	426.6	66.1
MAP1102c	1786.3	3782.4	2430.9	1445.0	1900.7	1475.7	160.7	708.7	1515.5	423.0	1858.8	2965.5
MAP1103c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1104c	1824.2	1685.6	1839.6	2418.5	1460.4	1216.6	938.5	1169.8	757.4	629.1	1423.7	1140.1
MAP1105	5.0	5.0	5.0	5.0	5.0	5.0	250.7	5.0	5.0	13.2	5.0	5.0
MAP1106	1235.2	880.9	1656.7	1137.2	2179.9	1701.6	394.1	1591.6	381.1	424.6	89.4	598.8
MAP1108	1344.6	1070.3	1603.4	1808.8	1409.6	1942.7	5.0	235.3	5.0	5.0	370.1	1090.5
MAP1109	29.3	163.4	18.3	143.8	188.4	153.5	5.0	37.4	200.2	5.0	5.0	5.0
MAP1110	63.4	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	195.6	5.0
MAP1111	42.5	5.0	5.0	5.0	74.1	5.0	5.0	5.0	5.0	5.0	537.9	272.7
MAP1112c	680.5	62.5	457.7	219.2	533.2	294.5	207.2	399.0	571.1	742.8	1201.0	845.9
MAP1113c	570.9	890.9	248.8	871.1	776.9	867.6	5.0	377.8	5.0	5.0	5.0	5.0
MAP1114	1977.3	3155.7	689.2	1387.7	2406.8	3292.2	5.0	5.0	5.0	5.0	2491.7	736.2
MAP1115	4074.7	7901.0	5068.4	4716.1	3753.7	5181.2	951.5	2640.3	3842.5	543.4	17023.0	13010.9
MAP1116	438.0	6.7	586.4	277.9	400.3	324.8	447.0	125.9	586.9	377.8	5.0	5.0
MAP1117	636.1	2480.5	1381.8	1141.8	987.5	882.9	5.0	5.0	5.0	5.0	71.1	1357.9
MAP1118	712.7	478.9	599.9	766.8	1302.3	1264.5	511.6	743.9	102.1	26.9	5.0	1183.9
MAP1119	30.3	256.9	313.1	5.0	330.9	119.9	140.8	5.0	5.0	5.0	711.0	5.0
MAP1120	2141.6	5331.6	4158.2	4551.4	3281.2	4375.6	350.2	1813.4	1043.3	481.9	1340.5	916.0
MAP1121c	5.0	5.0	24.0	5.0	5.0	5.0	5.0	353.6	5.0	5.0	5.0	353.4
MAP1122	2852.0	2656.6	1790.4	3847.4	2040.2	2553.3	3819.3	4885.0	1957.8	1893.4	924.3	5.0
MAP1123	1327.7	1643.1	1577.2	1183.4	1154.6	1381.3	800.3	1466.3	1064.8	864.1	1129.3	1529.0
MAP1124	122.4	5.0	635.4	5.0	943.4	5.0	5347.3	3160.6	4558.5	3054.9	5.0	5.0
MAP1125	576.1	2629.0	334.0	507.4	2184.9	865.4	604.6	765.5	3.6	293.0	5.0	5.0
MAP1126	1691.3	1475.6	1816.3	3010.3	2403.2	1618.0	495.1	1786.4	289.7	828.6	5.0	5.0
MAP1128c	724.3	5.0	337.2	786.2	316.0	529.2	253.9	127.2	5.0	104.2	2469.5	1279.4
MAP1129	1862.2	5.0	1528.0	1973.8	953.8	989.2	1255.7	644.0	260.6	640.0	5.0	1473.9
MAP1130	1492.6	3918.9	1216.6	1000.4	878.3	341.0	263.7	442.5	363.7	241.2	1370.4	4830.7
MAP1131	918.6	440.0	1203.7	1769.1	1921.4	2155.8	593.4	1907.6	1021.6	1443.1	1030.4	5.0
MAP1132c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1133	742.5	299.7	952.0	455.5	447.1	57.6	34.8	276.5	5.0	5.0	474.7	5.0
MAP1134	1150.8	1653.1	1522.5	1238.2	1265.2	1065.5	431.7	71.2	5.0	5.0	2349.3	1160.2
MAP1135	626.4	498.3	750.6	1196.2	1193.4	627.7	1729.3	1533.5	2016.4	1947.1	2891.4	2319.0
MAP1136	786.2	5.0	5.0	466.7	197.9	353.2	518.6	753.1	795.7	831.4	1623.4	967.6
MAP1137c	530.5	357.3	680.6	1033.7	918.5	871.4	149.5	761.8	5.0	167.6	345.6	1303.1
MAP1138c	845.3	1879.3	1279.8	813.5	1176.4	1329.1	5.0	461.1	5.0	5.0	2304.6	2768.6
MAP1139	693.6	1111.0	1022.1	608.9	620.1	240.0	252.7	193.0	231.8	317.1	314.8	722.5
MAP1140	5.0	5.0	16.7	551.5	529.6	1410.1	5.0	5.0	5.0	5.0	5.0	5.0
MAP1141	5.0	5.0	5.0	5.0	106.9	564.3	5.0	5.0	5.0	5.0	5.0	5.0
MAP1142	424.0	911.1	5.0	444.6	282.9	5.0	530.1	454.7	238.2	256.8	5.0	5.0
MAP1143c	4228.5	3725.8	4160.2	5354.1	2480.4	4645.1	2070.0	4170.9	1582.2	1960.0	1283.5	2381.1
MAP1145c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1146	5.0	5.0	5.0	5.0	5.0	5.0	2699.4	2672.7	4831.1	3803.9	5.0	5.0
MAP1147	4120.6	3259.2	4274.9	3070.0	2513.0	3755.9	2049.6	2810.1	2426.5	1575.9	5.0	5.0
MAP1148	948.0	1571.7	1111.7	629.0	993.8	838.7	3228.6	1549.6	56.7	2238.0	5.0	5.0
MAP1149	1949.4	980.6	2040.1	1712.3	1571.9	1480.1	5.0	5.0	5.0	5.0	2215.8	10827.2
MAP1152	460.4	5.0	738.9	563.1	680.5	169.4	5979.3	4128.2	6162.6	5987.0	5.0	726.9
MAP1153	1312.0	1003.6	1189.5	728.6	951.7	5.0	5.0	5.0	180.2	5.0	427.5	5.0
MAP1154	625.0	978.3	230.3	994.1	899.5	882.1	346.9	241.0	144.0	349.1	549.7	428.0
MAP1155	1200.4	329.1	1176.5	1305.9	1172.9	1421.2	5.0	767.4	181.2	122.8	5.0	5.0
MAP1156	2081.3	824.8	1195.0	947.8	1063.4	1175.3	470.5	1071.2	678.3	196.3	493.2	760.9
MAP1157c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1158c	58.7	280.4	5.0	1163.8	329.6	5.0	5.0	5.0	5.0	5.0	597.2	5.0
MAP1159c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	618.8	5.0	77.1	420.1	5.0
MAP1160c	337.6	5.0	70.5	441.8	449.7	794.2	5.0	991.0	5.0	109.7	5.0	5.0
MAP1161	586.9	222.0	490.4	323.0	782.3	366.1	1540.3	278.2	1019.2	845.4	600.7	5.1
MAP1162	391.4	555.0	571.3	239.8	272.0	107.5	5.0	5.0	5.0	5.0	5.0	69.0
MAP1163	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1164	1542.4	1027.8	1775.2	1585.9	1550.7	1129.3	1066.9	1551.3	853.3	641.7	5.0	5.0
MAP1165	1604.4	611.0	1057.1	1431.4	1204.1	1806.4	763.8	1124.9	307.4	334.4	1892.3	1579.0
MAP1166	1384.5	1143.7	1332.2	1416.5	1419.3	1260.0	1525.1	2472.7	3347.4	2422.9	1994.5	950.7
MAP1167	2653.4	4260.0	3057.5	4485.1	3109.2	3331.9	999.6	3724.5	545.8	5.0	787.7	1085.4
MAP1168c	1854.9	1108.3	1902.3	1028.2	815.2	1070.9	5.0	562.6	5.0	5.0	299.1	5.0
MAP1169	1070.8	4532.1	1444.4	1484.7	2189.1	1394.2	330.3	1075.1	5.0	393.5	5.0	765.6
MAP1170	2241.5	1254.0	1738.8	1515.5	1271.9	1438.7	5.0	1221.2	5.0	143.1	711.7	287.5
MAP1171	434.6	405.6	574.4	611.6	512.2	138.7	890.7	793.5	619.0	891.0	2133.2	856.1
MAP1172c	1131.0	961.3	970.3	1300.2	885.4	682.7	5.0	5.0	5.0	5.0	1825.4	1803.3
MAP1173c	2527.1	2086.0	2228.2	2537.1	1810.0	2443.1	42.1	1409.0	1.3	68.9	5.0	541.3
MAP1174c	926.7	1050.8	689.2	1367.7	2049.5	1851.2	5.0	400.0	5.0	5.0	948.0	887.4
MAP1175c	2481.4	4023.6	2272.4	3278.3	2620.5	3136.0	1409.5	3036.3	1859.9	1907.1	1340.9	1522.3
MAP1176c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1177c	930.5	197.9	479.3	971.9	1030.1	1196.6	0.2	1317.4	237.6	5.0	5.0	5.0
MAP1178c	712.7	156.6	334.6	1623.8	1568.3	1591.8	730.3	1880.3	671.2	547.1	688.7	5.0
MAP1179	1419.2	922.3	372.1	1243.2	1075.4	662.2	5.0	1285.9	5.0	5.0	5.0	658.0
MAP1180c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1181	2835.1	3322.6	1882.3	2729.0	4082.4	2712.8	2189.7	1010.5	1907.0	2631.6	9555.1	7955.2
MAP1182c	448.1	313.7	1348.3	777.8	388.9	554.6	5.0	93.1	175.6	5.0	5.0	5.0
MAP1183c	494.7	597.4	406.6	7.5	175.6	5.0	2119.0	1734.8	3735.0	2184.1	5.0	869.7
MAP1184c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1185c	405.4	654.9	58.5	744.6	647.9	638.4	5.0	262.9	520.3	127.0	3314.3	2183.4
MAP1186	686.0	152.3	885.3	795.9	1149.3	1449.7	5.0	1098.5	1546.3	1088.1	91.3	0.9
MAP1187	2004.5	1330.3	2282.9	2325.8	3409.5	4086.5	894.3	1376.6	2239.2	2250.7	1230.5	726.9
MAP1188	1506.1	1112.7	1446.6	2380.2	3570.9	3497.8	4742.5	4057.1	2621.7	4008.7	2822.2	1064.7
MAP1189	636.2	367.7	643.0	1615.7	2741.5	4147.1	259.0	1119.8	486.8	734.0	2026.8	1019.5
MAP1190	5.0	5.0	5.0	5.0	225.6	485.7	5.0	5.0	5.0	5.0	5.0	41.1
MAP1191	1911.8	1182.5	1606.9	1807.0	3214.6	3453.3	5.0	5.0	5.0	5.0	4013.1	3521.1
MAP1192	1601.9	928.3	1852.3	1755.6	2055.3	2373.5	5.0	313.5	5.0	5.0	5.0	1441.1
MAP1193c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	555.1	506.8	5.0	5.0
MAP1194c	479.8	5.0	324.1	581.5	235.8	173.3	5.0	5.0	5.0	5.0	582.6	499.4
MAP1195c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	163.6	5.0	148.2	5.0	293.9
MAP1196	599.4	194.1	515.9	375.3	1404.3	2270.4	5.0	828.3	249.6	120.4	5.0	261.5
MAP1197	5.0	5.0	121.6	5.0	5.0	5.0	433.9	340.3	1341.2	1267.7	5.0	1597.3
MAP1198	168.7	5.0	5.0	5.0	5.0	5.0	793.3	633.3	425.5	615.8	5.0	5.0
MAP1199	5.0	380.4	211.4	470.3	153.0	384.8	5.0	5.0	5.0	5.0	322.5	290.3
MAP1200c	195.6	5.0	37.7	390.6	5.0	5.0	446.6	234.6	5.0	58.7	5.0	5.0
MAP1201c	1738.2	1373.7	1648.4	1531.1	1451.6	1457.6	5.0	764.4	5.0	5.0	5.0	5.0
MAP1202	2342.7	1225.3	1683.4	1765.3	973.9	1311.0	1577.1	2663.2	1326.8	1218.9	4166.7	1334.4
MAP1203	5.0	5.0	5.0	5.0	5.0	5.0	1074.1	32.4	2465.6	2148.1	5.0	5.0
MAP1204	929.2	181.6	804.0	521.7	502.3	5.0	300.6	508.9	273.6	656.0	5.0	214.2
MAP1205	565.7	360.2	501.3	1237.1	980.0	1071.4	5.0	5.0	5.0	5.0	4000.9	2309.0
MAP1207	1522.8	1198.4	1353.7	1499.7	1392.3	1639.2	5636.5	4900.6	6455.8	3141.9	2121.5	1834.7
MAP1209	5.0	305.1	5.0	5.0	120.3	5.0	5.0	55.9	5.0	5.0	898.6	803.0
MAP1210	617.7	649.3	464.7	675.0	509.6	844.6	900.0	956.6	505.5	470.6	5.0	632.2
MAP1211	5.0	5.0	5.0	5.0	5.0	5.0	27.2	5.0	5.0	5.0	5.0	5.0
MAP1212c	1074.9	5.0	34.6	5.0	5.0	5.0	726.9	716.5	168.4	523.7	511.0	5.0
MAP1213	707.7	94.9	551.4	806.1	559.3	594.9	5.0	5.0	5.0	5.0	275.5	5.0
MAP1214	988.3	5.0	856.5	285.2	748.4	512.4	2074.7	996.6	1021.9	1527.4	5.0	5.0
MAP1215	2181.9	4301.1	2231.9	2190.7	3449.3	2381.8	5.0	278.0	5.0	5.0	5.0	5.0
MAP1216c	1433.0	460.5	1051.6	1238.7	894.4	1017.3	189.2	1008.9	540.4	516.3	5.0	2381.1
MAP1219c	80.0	5.0	585.5	5.0	5.0	5.0	146.2	320.2	1304.1	1179.5	5.0	5.0
MAP1221	1446.9	773.9	1536.5	992.3	1109.4	1009.9	761.2	753.6	346.8	376.4	5.0	5.0
MAP1222	4179.1	5508.5	4222.8	3652.9	3142.8	4058.2	949.3	2088.8	754.7	679.6	5.0	148.6
MAP1223c	473.8	63.1	127.5	87.1	5.0	5.0	5.0	5.0	1423.2	337.7	5.0	5.0
MAP1224c	1551.3	7991.1	2914.5	2535.4	2633.4	2835.0	773.0	816.9	1640.4	842.0	4679.2	6024.9
MAP1225	446.6	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	1855.8	1146.4
MAP1226	946.1	418.2	1563.8	1142.0	541.9	1177.8	5.0	5.0	5.0	5.0	5.0	5.0
MAP1227	5.0	5.0	5.0	5.0	5.0	5.0	5.0	169.4	90.3	5.0	5.0	5.0
MAP1228	1478.8	1175.9	1525.4	2140.3	1181.0	1278.9	5.0	503.8	271.2	5.0	247.4	194.1
MAP1229	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	429.5	5.0	5.0
MAP1230	1656.0	1787.0	1975.4	642.4	625.5	695.2	5.0	5.0	5.0	5.0	3792.3	6497.2
MAP1231	1309.0	1898.1	1383.5	1616.8	1250.4	1547.3	5.0	615.7	212.7	5.0	1670.6	917.1
MAP1233	1311.5	1503.7	1120.4	2590.5	5.0	1823.4	154.6	1294.9	133.0	150.3	5.0	5.0
MAP1238c	1595.6	896.1	1164.3	1765.0	1008.5	898.7	331.9	987.3	132.0	382.8	5.0	265.9
MAP1239c	812.0	490.4	438.7	594.0	751.6	952.5	2054.5	1304.1	841.2	909.6	5.0	5.0
MAP1240c	1701.0	2318.4	1395.4	739.3	1320.4	972.4	4601.6	2179.0	10301.4	6338.1	5.0	783.5
MAP1241c	707.1	785.3	286.1	1025.4	488.2	765.2	2321.6	2094.7	1183.3	1159.1	5.0	1164.4
MAP1242	5.0	5.0	5.0	5.0	5.0	5.0	136.4	431.7	5.0	5.0	310.9	360.1
MAP1243	1436.0	770.8	1729.4	884.6	590.0	473.0	5683.4	2342.4	3621.2	3908.8	11778.0	3884.6
MAP1244	2251.5	1889.0	2611.1	2667.3	1725.7	2273.3	5.0	91.5	5.0	5.0	969.7	5.0
MAP1245	1116.7	551.2	1097.2	1594.9	1230.9	1383.2	387.2	822.5	476.6	567.2	5.0	5.0
MAP1246	696.0	611.1	740.4	850.6	829.0	843.0	5.0	5.0	5.0	5.0	2806.0	1682.2
MAP1247	1911.9	1344.6	918.2	1339.0	766.4	910.1	370.8	866.5	5.0	20.8	785.7	1935.2
MAP1248	2238.5	1676.6	1579.4	1391.5	1056.8	1098.2	5.0	338.1	5.0	5.0	2816.6	1501.8
MAP1249c	2676.3	4708.3	3402.6	2734.8	1864.7	2504.2	25.5	293.0	5.0	5.0	5.0	471.2
MAP1250	1224.8	3314.1	1746.4	2390.9	1907.9	1798.9	5.0	19.8	214.6	5.0	5.0	5.0
MAP1251	741.7	187.1	217.4	542.3	712.9	1185.1	7.2	868.5	68.7	182.4	374.4	5.0
MAP1252c	2417.5	2079.3	2084.9	1612.2	2260.8	1657.8	975.9	732.4	545.1	411.6	5.0	5.0
MAP1253c	1441.4	3638.9	1692.4	9670.4	8414.0	9600.1	5.0	5798.9	5.0	5.0	5.0	5.0
MAP1254	918.7	2213.1	1716.0	1518.2	1563.5	1623.7	5.0	599.9	5.0	5.0	2676.1	1236.8
MAP1255	1013.4	664.0	846.1	756.3	1109.6	584.9	2434.7	1448.0	3014.0	2533.3	1932.1	3054.2
MAP1256	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	471.7	5.0
MAP1257	1046.3	1440.6	968.7	812.3	1042.1	974.2	5.0	543.1	69.3	286.5	5.0	1060.1
MAP1258c	682.8	5.0	669.3	647.3	319.6	492.2	2868.2	2023.3	985.5	843.1	5.0	5.0
MAP1259	1211.0	5.0	3450.7	2864.3	1769.5	2333.3	29.4	1433.2	5.0	5.0	5.0	5.0
MAP1260	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	77.4	5.0	5.0
MAP1261	1959.8	1350.3	1139.7	1734.5	1296.0	1460.3	1089.3	511.5	812.5	1100.8	702.7	2031.9
MAP1262	5.0	5.0	5.0	5.0	5.0	5.0	5.0	138.5	5.0	5.0	5.0	5.0
MAP1263	794.5	348.5	1670.8	1946.0	1374.8	2140.5	107.2	1624.8	174.1	470.9	2705.0	1764.5
MAP1264	860.8	1022.0	816.1	849.6	620.0	534.5	19.1	401.4	44.6	5.0	5.0	38.3
MAP1265	1338.4	1660.5	1617.1	1497.5	1539.4	1063.0	740.8	813.0	214.9	567.6	382.8	1667.4
MAP1266c	18.6	5.0	96.3	299.2	5.0	418.1	5.0	300.9	5.0	5.0	99.1	357.0
MAP1267	3265.7	3832.6	3293.0	3536.2	3785.2	3382.6	421.3	268.3	5.0	5.0	5.0	5.0
MAP1268c	5.0	5.0	5.0	5.0	5.0	154.3	5.0	5.0	5.0	5.0	19.7	5.0
MAP1269c	666.2	671.0	5.0	782.9	920.8	604.2	121.0	807.6	31.0	5.0	1212.6	5.0
MAP1270c	1019.3	1000.3	1173.9	965.5	798.1	785.1	8569.9	4195.1	5746.6	4376.8	1907.4	898.6
MAP1271c	452.4	116.4	309.1	567.0	790.9	879.9	5.0	5.0	1132.0	1289.0	5.0	414.4
MAP1272c	970.8	701.2	1586.1	1515.9	1325.5	1070.3	5.0	5.0	5.0	5.0	1119.9	282.6
MAP1273c	5.0	5.0	5.0	5.0	5.0	5.0	15.8	707.3	80.9	522.8	5.0	5.0
MAP1274	668.6	232.3	656.8	1344.8	583.4	1567.8	2382.5	1737.0	6203.0	6717.6	998.3	484.1
MAP1275	1349.5	2044.7	1705.0	645.1	1675.0	1571.2	5.0	5.0	5.0	5.0	5509.7	2187.6
MAP1276	105.7	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1277	2478.8	2494.4	2032.2	1806.4	1955.2	1861.7	880.1	1174.0	992.2	553.2	860.9	1955.6
MAP1278c	1815.5	2239.4	2198.0	2096.2	2747.1	1925.2	2213.6	1402.2	1354.8	2212.5	5.0	5.0
MAP1279c	923.0	866.4	1094.4	820.7	707.1	624.8	2437.8	2126.0	1992.3	3511.6	2773.0	3521.3
MAP1280c	286.1	5.0	415.5	5.0	340.7	5.0	5.0	595.7	376.2	432.7	579.9	157.1
MAP1281c	1033.5	16.6	1495.2	747.9	331.6	493.5	5.0	5.0	5.0	5.0	5.0	5.0
MAP1282c	514.9	5.0	5.0	211.7	5.0	5.0	2103.8	1651.4	1172.3	2500.1	1973.5	1553.1
MAP1283	2577.4	1939.7	2259.2	3081.2	2534.5	2260.4	5.0	5.0	5.0	5.0	5.0	5.0
MAP1285	3489.0	3935.0	3848.9	2068.3	3280.5	3324.1	1064.5	1756.0	747.3	1084.5	678.9	581.7
MAP1286c	1705.3	1547.6	1124.0	1081.9	1221.5	986.8	5.0	5.0	5.0	5.0	5.0	5.0
MAP1288c	5.0	5.0	5.0	5.0	5.0	5.0	693.5	581.2	1000.9	863.3	5.0	5.0
MAP1289	1146.4	1059.4	1314.8	897.6	1029.7	776.3	1508.4	1435.0	841.7	658.6	1526.9	1710.1
MAP1290	1911.1	2374.5	1682.1	1406.6	1146.0	1399.2	5.0	643.3	617.9	568.8	879.1	49.0
MAP1291	407.2	249.9	868.3	346.9	5.0	642.4	1625.7	1011.4	127.3	239.5	5.0	5.0
MAP1292c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0
MAP1293	327.3	5.0	5.0	239.6	5.0	5.0	3677.6	2695.6	5919.8	4124.0	5.0	5.0
MAP1294	1446.4	561.4	922.8	692.3	524.1	459.8	25546.4	15107.6	21727.7	15429.1	27257.6	16190.4
MAP1295	191.1	36.6	1118.0	1141.4	219.1	25.1	5.0	5.0	5.0	5.0	5.0	5.0
MAP1296	401.9	5.0	5.0	128.9	5.0	5.0	5.0	5.0	5.0	5.0	448.8	1062.1
MAP1297	108.2	5.0	5.0	5.0	5.0	5.0	378.6	122.2	106.9	5.0	5.0	5.0
MAP1298	347.4	5.0	566.5	56.7	112.3	364.6	88.1	451.7	5.0	5.0	5.0	5.0
MAP1299	446.8	5.0	45.6	182.8	90.8	393.0	141.8	27.2	5.0	5.0	5.0	5.0
MAP1300	684.7	5.0	93.9	833.4	127.7	208.3	5.0	218.1	46.6	446.4	342.4	419.8
MAP1301	1686.0	1820.5	1481.8	1875.7	1368.4	1159.3	4529.6	2171.4	2541.8	2265.3	354.2	376.5
MAP1302c	5.0	5.0	5.0	5.0	5.0	5.0	656.9	1320.6	3594.9	898.3	5.0	5.0
MAP1303	2401.1	5629.4	2777.0	2052.5	2945.9	2644.3	4084.9	2139.6	2078.7	2091.6	1372.9	1845.2
MAP1305	1686.0	1316.1	1026.1	772.1	980.1	554.8	1928.4	2356.8	5.0	5.0	465.7	910.1
MAP1306	4370.0	6645.2	4116.9	3089.6	4174.0	3036.9	3043.9	3375.5	3208.6	2146.5	5.0	695.2
MAP1307	519.2	5.0	147.5	5.0	5.0	5.0	139.5	172.7	5.0	5.0	5.0	5.0
MAP1308	2722.1	1820.1	2444.3	2251.0	2102.4	1722.1	1174.9	1773.6	1582.2	1156.4	5.0	1037.3
MAP1309	443.7	515.4	695.4	633.9	623.4	739.6	5.0	126.6	5.0	389.9	5.0	5.0
MAP1310	42.6	5.0	5.0	284.2	126.5	917.8	5.0	302.3	5.0	5.0	5.0	5.0
MAP1311	699.4	647.4	543.3	119.5	414.5	217.5	5.0	5.0	5.0	5.0	187.7	5.0
MAP1312	5.0	389.7	308.4	561.2	5.0	220.1	5.0	107.6	72.9	135.2	5.0	107.6
MAP1313c	1129.1	616.8	528.5	457.1	1179.3	817.7	11916.1	5729.0	11563.4	10525.4	1630.8	738.3
MAP1314c	3515.1	4537.7	2448.5	3341.4	2512.7	2455.4	384.9	1495.6	418.3	5.0	4169.2	3674.2
MAP1315c	299.5	5.0	249.6	866.9	338.9	616.5	687.7	734.5	333.6	5.0	2893.1	2773.2
MAP1316c	2051.4	3192.7	2873.0	3116.8	3029.8	4105.3	2158.2	3293.1	993.4	1233.2	349.7	1544.3
MAP1317c	637.5	595.1	646.5	1385.0	664.9	680.4	141.5	642.0	5.0	5.0	2372.8	5.0
MAP1318c	5.0	166.9	5.0	514.7	447.9	610.7	291.5	596.2	5.0	5.0	172.5	5.0
MAP1319	5.0	5.0	5.0	5.0	5.0	5.0	686.8	5.0	5.0	5.0	5.0	5.0
MAP1320c	1152.7	1182.6	883.6	1497.2	670.6	877.8	801.5	1165.5	702.5	487.5	8617.6	7561.4
MAP1321c	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	230.7
MAP1322	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	1245.6	398.1	5.0
MAP1323	2136.5	1967.6	1483.4	2427.5	1581.4	1994.1	17075.4	12190.0	29242.3	22117.5	186.9	198.2
MAP1324	53.3	5.0	5.0	149.3	5.0	452.7	398.0	337.3	5.0	481.0	35.9	5.0
MAP1325	1503.9	1488.1	1428.3	2370.6	1476.3	2298.4	483.4	3122.3	499.5	451.1	5.0	5.0
MAP1326	461.3	123.2	444.9	567.4	754.2	858.3	510.7	1509.1	310.8	465.2	5.0	5.0
