LUID	Gene Names	GenBank Accession Numbers
187757	Snapap	BG073507
155396	NA	AV058089
181685	Map4k5	BG067961
154450	NA	AV050301
170990	Arhgdib	AA072717
190990	Cd200	BG076223
619225	NA	NA
191044	2010005O13Rik	BG076271
155627	Mglap	AV059438
152422	NA	AV070805
152023	Dpysl4	AV029608
165558	Slbp	AV018070
187231	Rxrb	BG073039
162883	NA	AV008496
155016	NA	AV055513
169454	NA	AV001243
169778	Api5	AV112909
190425	Mapk8ip3	BG075749
166857	AW060207	AV030166
155182	Btk	AV056565
619709	Serpine1	AW762928
181224	2010209O12Rik	BG067525
169566	Taldo1	AV005380
157276	NA	AV113918
619598	Bcl2l2	BF540119
163922	NA	NA
154652	Cxcl12	AV052140
164729	Cybasc3	AV083855
188877	Egfl5	BG074432
155965	NA	AV061400
155465	1810049K24Rik	AV058250
159380	2310038H17Rik	AV088500
161603	Flt1	AV035229
151867	NA	AV085656
170650	Tcfcp2	AV152869
171881	Hbld2	AI838632
165795	Serpinf1	AV022379
186944	Col3a1	BG072787
169355	Amelx	BB575867
160024	4930527D15Rik	AV095024
162635	NA	AV004720
154922	1810031K02Rik	AV054619
154478	Pcbp4	AV050598
163810	Dnahc3	AV016483
190363	AW822216	BG075701
153882	1200007B05Rik	AV043219
154780	Dio1	AV053329
154210	1700088E04Rik	AV043822
171195	Pfn2	AA032658
169622	Syp	AV150006
167170	Sorbs1	AV006288
187576	Ralgds	BG073344
166418	6330505F04Rik	AV026078
154247	NA	AV048197
165773	Col4a2	AV021908
163482	ORF19	AV013672
181810	D11Ertd498e	BG068076
151173	Itm1	AV081359
155066	NA	AV055781
165134	Scmh1	AV086174
164727	NA	AV083996
173563	NA	NA
165476	Nr2f2	AV017374
188210	Eif5a2	BG073871
190478	NA	BG075788
184508	Sema3c	BG070644
156075	Prosc	AV072100
185384	AI317223	BG071418
161626	Cox11	AV035713
175055	Jak2	AA521703
162894	NA	AV008690
152743	Epha4	AV089919
155422	Zfp9	AV057961
176070	Trim8	BG063064
166872	NA	AV030475
162830	1110035L05Rik	AV007874
172762	NA	NA
155591	1190002H23Rik	AV059100
171540	Wwtr1	AA122777
168090	NA	AV133780
183493	Rnf141	BG069685
184550	Por	BG070686
162713	Sec8l1	AV006571
151169	Fastk	AV081076
159233	AU040950	AV088018
163773	1110063F24Rik	AV016100
186091	D6Wsu176e	BG072045
181493	Lypla3	BG067786
181693	Rnf25	BG067968
165551	Pgm2	AV017996
184698	Nupr1	BG070902
155843	1700008D07Rik	AV060596
166269	NA	AV025369
165002	1190007F08Rik	AV086012
163364	1110037P11Rik	AV012788
168972	Rdh5	AV152083
164752	Tsg101	AV083827
152922	Cdo1	AV106364
160713	Tpd52l2	AV104491
172049	Heca	AI838783
619095	NA	NA
167105	Fabp3	AV006145
163264	Tom1	AV011791
157546	Btbd5	AV135797
169234	Aco2	AV005806
177720	Ptk9	BG064379
172651	2700078E11Rik	AI854118
175568	Gpx1	AI526714
154678	NA	AV052543
152180	Mcf2l	AV066904
163667	Prickle1	AV015319
154320	Leprotl1	AV049002
180965	Rnf121	BG067288
181695	A630082K20Rik	BG067970
162820	Mef2d	AV007829
190937	Col5a2	BG076180
162579	Ncald	AV003967
166166	Echdc1	AV024931
155946	Pdk2	AV061291
168907	NA	AV135507
164335	NA	AV078306
180272	Dlgh1	C79898
167518	NA	AV087772
170358	Pter	AV121712
169397	Synj2	AV268070
158038	Atp9b	AV171825
164236	Efemp2	AV078146
166228	Nr4a1	AV025218
167671	Coro1b	AV109365
177999	2310061A22Rik	BG064604
159355	NA	AV088541
152812	2310079G19Rik	AV093148
165365	Birc3	AV016665
163431	Klhl5	AV013370
167302	NA	AV087003
157338	NA	NA
169017	NA	AV165100
160719	Sphk1	AV104387
185279	Wwtr1	BG071334
177728	Neto2	BG064386
188514	Ddost	BG074138
189847	NA	BG075260
175044	Rapgef4	AA388005
169469	Smpdl3a	AV000925
154235	NA	AV043985
167147	Tom1	AV006207
170989	Cdkn1a	AA072841
159351	NA	AV088472
168387	NA	AV134168
166951	Ogdh	AV005994
152540	NA	AV070823
188365	A130072J07	BG074005
165520	Rsn	AV017631
619584	Nrp2	BE915536
152777	D19Ertd737e	AV091735
177739	Vps4b	BG064392
170566	Sfrp4	AV091057
182504	Fbxo38	BG068729
155220	NA	AV056818
152678	NA	AV086118
167347	NA	NA
152627	Islr	AV084844
619725	Il2	NM_008366
165893	2900073H19Rik	AV023502
189529	Cdh2	AW554954
156126	Dnalc4	AV073430
165757	NA	AV021913
167905	Ppap2b	AV111478
187214	Pygb	BG073025
163417	Srpx2	AV013050
154385	Adamts9	AV049836
176958	Ramp2	BG063812
187585	2310003H01Rik	BG073353
154029	NA	AV043510
176213	Fndc3	BG063110
619094	NA	NA
619879	Tank	AI060413
152252	P2ry6	AV067320
181597	Cog8	BG067882
180648	Copz1	BG066993
162541	NA	AV003323
187129	Pias1	BG072952
163987	NA	AV074074
618806	Adfp	M93275
153240	B4galt5	AV041054
187225	Osbpl7	BG073035
151760	Mgst2	AV085155
154840	Ezh1	AV053914
186205	BC054822	BG072145
171991	NA	AI838969
175139	Fgfr1	AW476537
165220	0610006O14Rik	AV086720
159785	NA	AV094449
154544	Traf4	AV051078
167062	NA	AV006183
188643	4933434E20Rik	BG074246
190469	Prr3	BG075781
166980	NA	AV006034
184657	NA	AU017141
151631	Ctsl	AV084842
164044	Cgref1	AV074213
152036	MGC65558	AV031353
168120	Ssr2	AV133735
177275	Oact2	BG063991
166678	Ier2	AV029386
172590	Atf5	AI851042
155662	Ggh	AV059616
177866	Icmt	BG064495
178563	Map2k6	BG065128
153081	NA	AV040449
166909	Ghitm	AV005785
166004	BC003251	AV024206
184716	Ncoa2	BG070920
165876	Sepw1	AV023199
163613	1200007D18Rik	AV014737
168150	Snap23	AV133761
168867	Rest	AV119035
164333	1500031N24Rik	AV078260
164350	Snx15	AV078246
167101	Sorbs1	AV006190
163539	Crsp6	AV014256
186579	Cdk5	AU042876
183184	Lamr1	BG069450
170869	Bcap31	AA118972
190362	Mro	BI076815
181645	Rabgap1	BG067926
185321	AU040950	BG071373
163704	Nebl	AV015616
157572	NA	AV140931
183710	2810021O14Rik	BG069893
152178	1500002I11Rik	AV066015
619518	Rara	AA049907
187602	Laptm4b	BG073369
191108	Calmbp1	BG076321
165351	Spnb2	AV086875
162853	NA	AV008186
164120	Ghrl	AV074712
157409	Rbp1	AV114351
167545	Tpst2	AV087627
162181	Slc43a2	AV040018
153562	Dnajb9	AV042307
184150	Pdir	BG070300
182484	Styx	BG068709
173984	NA	NA
164225	Nbl1	AV078033
178278	Fancc	BG064862
167471	1810020D17Rik	AV087522
180488	Atf6	BG066852
170662	Gas2	AV162115
185093	Baiap2	BG071185
187031	BC019206	BG072865
155305	Cfh	AV057444
186281	Tmem1	BG072214
172471	0610040B21Rik	AI847499
182154	4930432O21Rik	BG068399
175277	Elk3	BE624428
170806	Araf1	AI385696
169515	Ddx24	AV002256
186144	NA	BG072089
619855	Stat6	L47650
162046	Slc25a19	AV039478
162594	Atp6v0c	AV004270
185222	2810405F18Rik	BG071285
153992	Tnni3	AV043494
181232	Fundc1	BG067533
163059	Mapkap1	AV009856
164827	Pias4	AV084118
619238	NA	NA
155893	0610007N19Rik	AV061343
187902	Col3a1	BG073709
170603	NA	AV124324
619201	NA	NA
163151	Pdzrn3	AV010907
163865	NA	AV073637
165659	BC003331	AV020185
159376	2310038H17Rik	AV088533
170250	Gmnn	AV086649
164337	Sepw1	AV078179
188957	Dip3b	BG074503
166855	NA	AV030317
166500	Lrrfip1	AV026341
165641	Auh	AV019934
151654	Mustn1	AV084915
186972	Npc2	BG072810
172135	Atp6v1c1	AI839561
154779	Rab3a	AV053224
619390	NA	NA
180125	Nqo3a2	BG066520
168697	Calm2	AV150005
155178	NA	AV056554
188650	App	BG074250
161510	NA	AV033989
187941	Col1a2	BG073735
151408	NA	AV089707
162191	Bsg	AV040101
168281	Hexa	AV133930
172440	Sep15	AI841349
165694	NA	AV020551
165706	Aspn	AV020793
155551	1810055E12Rik	AV058818
189019	Nr1d2	BG074556
183597	Tcte1l	BG069784
169557	Cpe	AV004714
169769	Matn2	AV156534
159598	Ubc	AV093564
162963	Glce	AV009241
170660	NA	AV155049
170195	NA	NA
167614	1110035L05Rik	AV087828
619881	Ppgb	J05261
169028	Cacna1g	AV166558
167632	Cdk5rap3	AV087963
619365	NA	NA
161898	Atp1b3	AV038364
152775	Naalad2	AV093065
151406	Col1a1	AV089573
166214	NA	AV025111
172901	NA	NA
172948	NA	NA
160651	AU040950	AV104145
188747	Col3a1	BG074327
179943	Sdf4	BG066355
157104	NA	AV112821
165064	1110035L05Rik	AV086072
187415	Col1a1	BG073196
165457	Rbms3	AV017094
619346	NA	NA
169463	Grn	AV001464
157981	Col2a1	AV171495
151865	NA	AV085624
160750	Becn1	AV104535
151886	Atp6ap1	AV085809
166642	App	AV028985
154152	Ccpg1	AV043768
167374	NA	AV087307
169721	Nfe2l2	AV081263
165150	Tnfrsf19	AV086473
164418	NA	NA
619588	Bid	AA756391
188864	NA	AW553287
619258	Ctsl	X06086
159262	Ppgb	AV088011
166712	Nqo3a2	AV029528
163583	NA	AV014631
155747	1810057E01Rik	AV060152
166249	Plagl1	AV025260
169697	Gsta4	AV080417
165023	NA	AV085964
166330	Col1a2	AV025586
170815	Col11a1	AI385730
163410	Slc30a9	AV012919
166305	Lamp2	AV025596
169174	Slc39a7	AV224601
160289	Hexb	AV095236
151936	NA	AV033798
165767	Col5a1	AV021955
154362	1110055L24Rik	AV049675
159367	NA	AV088555
170262	Sipa1	AV088106
169657	NA	AV076234
183169	6230421P05Rik	BG069446
164982	Sdfr1	AV085841
168915	NA	AV139112
169297	Vegfa	AV328577
153631	Sypl	AV042480
172337	Sqstm1	AI840617
163449	Col16a1	AV013356
167677	Sca10	AV109322
619708	Mmp16	AW701844
155623	2410004H05Rik	AV059481
172905	NA	NA
157696	NA	NA
168724	Clu	AV149922
173865	NA	NA
167509	Anxa4	AV087622
167391	NA	AV087311
171465	Add3	AA021816
619358	NA	NA
619591	Fgfr1	AW320722
164914	NA	AV084413
154330	Becn1	AV049038
161444	Nucb1	AV033662
170199	NA	NA
160794	Nucb1	AV030759
163866	Dscr2	AV073653
159581	Serpinh1	AV093463
155403	Cnih	AV058090
619054	NA	NA
171856	LOC98434	AI838577
153064	NA	AV108211
190979	2700007P21Rik	BG076216
164320	Pttg1ip	AV078319
186135	Suv420h1	BG072081
174126	NA	NA
618956	Rab9	W98785
172540	Sucla2	AI847532
619806	NA	RW:290
151563	Hist1h1c	AV084713
173604	NA	NA
169109	Limk1	AV306359
153065	Gnl2	AV108847
157573	Rnf2	AV140804
167112	AU040950	AV006210
174046	NA	NA
151741	NA	AV085265
172997	NA	NA
165192	Rab27b	AV086464
190496	Grina	BG075799
619126	NA	NA
169251	AU040950	AV006210
619780	Pabpc4	W41938
187226	C330005L02Rik	BG073036
154735	Tk2	AV052772
190776	Aplp2	BG076038
619304	Abcg2	NM_011920
155408	BC005624	AV057981
163679	Wdr39	AV015523
153182	1700013N18Rik	AV040818
160195	NA	AV095251
154340	Crry	AV049391
190081	Nr3c1	BG075473
165911	NA	AV023382
160584	NA	AV104102
169885	NA	AV171799
165145	Cyp4f16	AV086422
188690	Ccnd2	BG074278
170595	Itm1	AV120956
164176	Apg12l	AV074744
155166	NA	AV056387
164649	Synj2	AV083725
166446	NA	AV025972
170054	Kif2a	AV040834
619404	Tjp1	D14340
166752	Gpm6b	AV029749
169048	Pcsk2	AV173245
175132	Vegfa	AW913188
619138	NA	NA
151362	Rxrg	AV089219
619217	NA	NA
168103	9530068E07Rik	AV133863
167529	Sdc1	AV087690
157614	NA	AV140973
171462	Kns2	AA017738
157043	Bsg	AV112182
188704	NA	BG074292
151359	Col5a2	AV089281
180767	Nucb1	BG067101
619792	Cyp2b9	NM_010000
190585	Atp9a	BG075876
190991	Pps	BG076224
619085	NA	NA
165932	2610204K14Rik	AV023805
151968	NA	AV031932
157508	NA	AV134922
167025	Sdha	AV006084
187830	Zfp110	BG073565
157720	Psmd8	AV141816
162210	Arl10c	AV039920
154361	0910001K20Rik	AV049546
156973	NA	AV093320
175185	Cask	AA120242
170509	Ube2d2	AV032151
186407	Lamp2	BG072334
164697	Fhl1	AV083596
619805	NA	RW:289
151313	NA	NA
167085	Hspb7	AV006135
186373	Cd24a	BG072300
178312	Mfap3	BG064894
169586	NA	AV134024
179277	Trib3	BG065770
165302	Tcte1l	AV086866
159282	1200007B05Rik	AV088109
161022	B3gnt6	AV032053
172421	Tde1	AI841319
175323	Ctsb	AA276279
619223	NA	NA
160744	Pelo	AV104395
161015	Tusc3	AV031846
152362	Cgref1	AV069067
157290	Kpna3	AV113950
180836	Mme	BG067165
160653	Tmem9	AV104200
160888	NA	AV031220
183724	Rab5a	BG069907
168963	NA	AV148610
153292	Csnk1g2	AV041152
164462	NA	AV081941
189384	Lztr1	BG074868
168048	NA	AV133607
180263	Tnks1bp1	BG066559
186814	Nfatc4	BG072673
190573	NA	AW557442
620002	Mmp16	AW701844
187730	4432411E13Rik	BG073486
166438	NA	AV026085
161956	NA	AV038977
190693	Tbc1d15	BG075974
171363	D9Wsu20e	AA138491
619438	Edg1	AA145076
180131	Crtap	BG066603
162606	F13b	AV004396
169271	Ap2a2	AV303722
172628	Msx2	AI854094
172408	M6prbp1	AI841293
157447	Blcap	AV114560
165928	Add3	AV023835
157893	NA	AV170755
174160	NA	NA
180796	BC031748	BG067129
170481	NA	AV112821
184152	Rbm18	BG070302
619795	Og9x	NM_008759
190335	Cyhr1	BG075677
164086	Dhrs4	AV074549
157433	Ascc2	AV114544
170258	NA	AV087599
619861	M6pr	M63286
166270	Sh3glb1	AV025410
619809	NA	RW:293
618860	NA	NA
161350	AW209491	AV033383
164307	Nbr1	AV078269
619768	Asgr1	U08372
157099	5930416I19Rik	AV112875
157059	NA	AV112684
170064	NA	AV041253
162614	2310047O13Rik	AV004421
160943	NA	AV031502
188583	2010005O13Rik	AW552551
164679	NA	AV083502
179188	Trim47	BG065693
153648	Arf4	AV042423
164415	NA	NA
165580	Stk11	AV018537
183705	Tpd52l2	BG069888
165775	Mapbpip	AV021961
169576	Slc2a4	AV024430
152755	Hspa5bp1	AV090110
160636	NA	AV104268
188106	Snx2	BG073785
181474	Bmp2k	BG067769
188519	1300012G16Rik	BG074142
188559	Loh11cr2a	BG074178
169740	Gbp2	AV092285
167486	Crry	AV087550
186986	Arrdc3	BG072824
165370	5730414C17Rik	AV016743
167271	Ldh2	AV006368
178879	Tprt	BG065421
164940	Palm	AV084450
165620	Eln	AV019210
162663	1110038B12Rik	AV005223
170524	NA	AV031835
180104	Fech	BG066502
182037	Tbc1d15	BG068291
160145	Crmp1	AV094903
160385	Hbld2	AV103243
166084	Numb	AV024449
166413	Dhx40	AV025990
178883	Fzd7	BG065424
618883	Rora	U53228
162545	D9Ertd662e	AV003444
165491	4933412H03Rik	AV017412
172722	NA	NA
171268	0610009F02Rik	AA014670
155753	Bnip3l	AV060017
170402	NA	AV131971
170841	Fhl2	AA024185
176270	Dlk1	AA407811
155802	9130213B05Rik	AV060247
171713	Rbm4	AI836965
155680	Ccnd2	AV059550
167495	Slc25a11	AV087729
151389	NA	AV089522
164279	2310004L02Rik	AV078229
163897	1810015C04Rik	AV073597
174060	NA	NA
151396	NA	AV089554
167492	D5Ertd579e	AV087653
170490	Mrg2	AV171625
170261	Rad17	AV088639
160624	Sparc	AV104148
619862	Igf2r	U04710
166286	Crnkl1	AV025496
155257	4632413K17Rik	AV057022
155269	Lmna	AV057135
160529	Myd116	AV103832
166210	NA	AV025042
173340	NA	NA
172232	Ddit3	AI840919
167351	Tef	AV087130
185996	Fbxo3	BG071955
154729	M6prbp1	AV052965
171821	Hsd17b4	AI838302
164430	NA	NA
184697	NA	BG070901
189052	Ccpg1	BG074586
151815	Tdh	AV085470
162299	NA	AV000162
151807	Dcn	AV085326
166576	Dnaja2	AV028631
157453	NA	AV114591
619749	Nr4a2	NM_013613
191034	1100001I19Rik	BG076262
167103	Col4a1	AV006151
166657	BC013529	AV029139
163793	Rnf41	AV016341
172037	BC025600	AI838761
190613	NA	AW557547
176276	AI585793	BG063166
166325	Pias1	AV025627
187412	Ogt	BG073194
157671	NA	AV141499
177241	1200009B18Rik	BG063962
156094	Rnf13	AV072479
155954	Pck2	AV061336
159820	C87860	AV094612
168733	Ankrd12	AV149842
169227	Plxnb2	AV006219
166626	4930451A13Rik	AV029130
154327	NA	AV049054
171108	Igf2	AA059967
159853	Grcc10	AV094578
186458	NA	BG072381
190175	5033406L14Rik	BG075552
153198	Ypel1	AV040739
172697	NA	NA
173105	NA	NA
157674	1810007D17Rik	AV141460
170994	Ppp3cc	AA062279
164440	Ctsb	AV082012
619497	Ppp3ca	AA123416
160602	Bsg	AV104097
169152	Mpv17	BB569534
168688	Psap	AV149850
168691	Clu	AV149958
180512	Catna1	BG066871
156016	Ppap2b	AV061558
619239	NA	NA
164090	Sars1	AV074464
170414	Serpine2	AV128531
157198	NA	AV113559
166618	Sars1	AV029066
166735	Lamp2	AV029483
173160	NA	NA
164951	NA	AV084407
154938	NA	AV054771
188161	Ppfibp1	BG073829
153137	Ghitm	AV040445
169018	Pdgfra	AV166156
164472	Echdc1	AV081976
170608	NA	AV131308
168278	NA	AV133979
173265	NA	NA
157171	Col2a1	AV113142
174143	NA	NA
187082	Cdw92	BG072907
188135	Bgn	BG073809
618987	NA	D78382
178842	Ctsb	BG065392
155660	Slc30a7	AV059628
154626	Etf1	AV051834
160992	Dip3b	AV031785
151556	NA	AV084862
159879	NA	AV094631
173849	NA	NA
162072	Serhl	AV039592
165686	NA	AV020416
172994	NA	NA
170227	4930469P12Rik	AV084250
619947	Msx1	NM_010835
188120	Mme	AW551536
164957	Txnip	AV084423
155951	Colec12	AV061247
151819	NA	AV085516
170591	Ubb	AV123567
154429	1190006E07Rik	AV050351
165131	Tsta3	AV086283
164519	Gnb2-rs1	AV082439
180776	Hsd17b4	BG067110
151814	Pofut2	AV085351
167656	Cabc1	AV088000
167024	Myh6	AV006066
157266	BC025076	AV113933
167814	Atf4	AV111314
173244	NA	NA
169026	Prkcz	AV167330
153066	2510049J12Rik	AV109021
165738	Arbp	AV021300
162138	NA	AV039767
169914	Csh2	AV037736
172815	NA	NA
173950	NA	NA
161072	Cnot8	AV032220
166717	Spop	AV029656
151410	NA	AV089591
167613	Etfdh	AV087820
157060	2610014M12Rik	AV112703
165346	Eprs	AV086827
167108	Stch	AV006182
155055	NA	AV055791
173573	NA	NA
155656	Tank	AV059688
169076	Ilf3	AV297903
161109	Map2k5	AV032215
166076	AI585793	AV024458
182828	Taok1	BG069041
172705	NA	NA
186270	Pdhb	BG072203
170213	Tprt	AV083819
159808	6330416L07Rik	AV094611
190618	C920006C10Rik	BG075906
191072	Rock1	BG076290
168085	Ube1c	AV133639
160761	Clk1	AV030563
166237	Vps11	AV025155
168325	NA	AV134112
189944	Gdi3	BG075350
166411	Myo1b	AV025953
154149	Blzf1	AV043844
160652	NA	AV104167
168405	NA	AV134143
167967	NA	AV111486
619344	NA	NA
156033	1810064L21Rik	AV061656
165935	2700023B17Rik	AV023574
168332	NA	AV134163
160675	Clk1	AV104399
186658	Kbtbd4	BG072536
161787	NA	AV037387
186540	Pldn	BG072459
619379	NA	NA
166883	NA	AV030448
161118	Arfip2	AV032367
163669	NA	AV015202
160098	Pcaf	AV094898
168810	Grpel2	AV150036
172768	NA	NA
167416	NA	AV087416
169158	NA	AV223385
162312	Styx	AV000224
168825	Rdh7	AV061741
170447	Psma5	AV094831
191196	Pak2	BG076386
187517	NA	BG073292
157480	Fxr1h	AV114742
178012	Rybp	BG064616
151772	NA	AV085331
175184	Cacna1b	AA110060
