LUID	Gene Names	GenBank Accession Numbers
618706	NA	U17162
186719	Degs1	BG072587
170411	Timp1	AV142135
151887	NA	AV085724
171042	Adipor1	AI322958
155477	BC003331	AV058359
160078	Sparc	AV094848
185132	H2-D1	BG071219
619579	Egr1	AW209226
178270	NA	BI076464
162811	Itgav	AV007393
155585	Trappc2	AV059245
167788	Ctsl	AV109477
161530	Spp1	AV034324
152834	Epb4.1	AV091798
174374	Sparc	AW988741
161692	NA	AV036347
151817	1810020D17Rik	AV085534
174758	Sparc	AW988741
153052	Prcp	AV108774
171170	Bmp1	AA000813
155273	Capn7	AV057243
174650	Pomc1	AA259766
161778	NA	AV037348
171075	Slpi	AI324399
167364	NA	AV087276
618890	B2m	X01838
161879	NA	AV038244
169331	NA	AV271357
188395	Fabp3	BG074033
172007	2310016C16Rik	AI838713
168600	0610025L06Rik	AV140554
619801	NA	RW:285
619375	NA	NA
186278	Tnfrsf19	BG072211
169560	Fabp4	AV006394
169091	Arnt	AV301429
168804	Gtl3	AV150034
619407	Ccl17	AJ242587
170076	B4galt1	AV042892
162989	2310022B05Rik	AV009507
168846	NA	AV104567
166929	Mybpc3	AV005840
168833	B2m	AV069980
178656	Ctsl	BG065220
155352	Mina	AV057772
168773	Atp6ap2	AV149955
151184	NA	NA
162618	NA	AV004594
152878	NA	AV105494
161844	Ly6c	AV037815
178655	Ctsl	BG065219
151629	Bglap2	AV084695
152460	Ddit3	AV070098
170927	B2m	AA139015
190530	E030010A14	BG075829
165758	Nid1	AV021716
174586	Gba	W33396
154281	Ggh	AV048511
176192	4921517N04Rik	AA410046
619398	Atp1b3	U59761
152010	ORF18	AV029266
164789	Scpep1	AV083867
152879	NA	AV103717
190794	NA	AW557995
172092	NA	AI840047
188899	ORF18	BG074450
167590	NA	AV087838
172360	Copb1	AI840667
152759	ORF18	AV091339
152835	Cd24a	AV105800
165693	NA	AV020587
163720	Cfh	AV015804
164304	NA	NA
618876	NA	NA
152495	NA	AV071129
163638	NA	AV015004
189306	Rbm7	BG074807
170286	NA	AV094683
169207	Arih1	AV255743
172406	NA	AI841291
168607	Sdf4	AV140434
172625	Cdh2	AI854091
151840	Pglyrp1	AV085455
189442	2700089E24Rik	BG074919
160430	Stx8	AV103268
160048	NA	AV094927
155911	Ggh	AV061111
160903	NA	AV031368
155238	Ddit3	AV056850
152436	NA	AV071175
160407	Atp6v1g1	AV103381
181462	Prss35	BG067758
163796	NA	AV016223
160615	Agpat5	AV104100
191027	Npr2	AW558468
619114	NA	NA
168611	Stmn2	AV140569
176584	Smpd3	BG063417
170944	Zfp36l1	AA162569
169693	Sprr2f	AV079186
186004	1200006O19Rik	BG071963
160525	Avpi1	AV103844
189585	Wdr7	AW555108
175004	Fut7	AA170772
186559	Ppp3ca	BG072475
170231	NA	NA
151771	Gstk1	AV085433
168725	Rnaset2	AV149886
189175	Serpinf1	BG074697
161625	Paip2	AV035627
170829	Ddit3	AA016906
184127	Paip2	BG070278
163263	NA	AV011790
160633	Vps35	AV104174
152560	2010315L10Rik	AV070084
186274	Efha1	BG072207
170473	NA	NA
161849	NA	AV037785
151816	NA	AV085550
157195	NA	AV113584
157313	NA	NA
169511	NA	NA
618901	Nt5e	NM_011851
184502	Ptprz1	BG070638
157654	Calm2	AV141345
618895	NA	L39879
166765	1110017I16Rik	AV029776
152303	NA	AV068002
160342	AI447928	AV103024
159540	Mesdc2	AV093433
151628	Agr2	AV084859
