Probe Set ID	Gene Symbol	ES exp 1	ES exp 2	NOS targets	NOS TFs	PRC2 targets	Myc targets	proliferation
207884_at	GUCY2D	0	0	0	0	1	0	0
205948_at	PTPRT	0	0	0	0	1	0	0
209167_at	GPM6B	1	0	0	0	1	0	0
201884_at	CEACAM5	0	0	0	0	0	1	0
204469_at	PTPRZ1	1	0	0	0	0	0	0
208482_at	SSTR1	0	0	0	0	1	0	0
209436_at	SPON1	0	0	0	0	1	0	0
201367_s_at	ZFP36L2	0	0	0	0	0	1	0
203034_s_at	RPL27A	0	0	0	0	0	1	0
213392_at	GPRC5B	1	0	0	0	0	0	0
210560_at	GBX2	0	0	0	0	1	0	0
217572_at	HBA2	0	0	0	0	1	1	0
217168_s_at	HERPUD1	0	0	0	0	0	1	0
201129_at	SFRS7	1	0	0	0	0	0	0
203639_s_at	FGFR2	0	0	1	0	0	0	0
202502_at	ACADM	0	0	0	0	0	1	0
38707_r_at	E2F4	0	0	0	0	0	0	1
219727_at	DUOX2	0	0	0	0	1	0	0
209807_s_at	NFIX	0	0	0	0	1	0	1
209121_x_at	NR2F2	0	0	0	0	1	0	0
206906_at	ICAM5	0	0	0	0	1	0	0
205919_at	HBE1	0	0	0	0	0	1	0
217061_s_at	ETV1	1	0	0	0	0	0	0
214322_at	CAMK2G	0	0	0	0	0	0	1
200879_s_at	EPAS1	0	0	0	0	1	0	0
203917_at	CXADR	1	0	0	0	0	0	0
203950_s_at	CLCN6	0	0	0	0	0	1	0
206089_at	NELL1	0	0	0	0	1	0	0
1438_at	EPHB3	0	0	0	0	1	0	0
209205_s_at	LMO4	0	0	0	0	0	0	0
206056_x_at	TSC2	0	0	0	0	0	1	0
203195_s_at	NUP98	0	0	0	0	0	0	1
212843_at	NCAM1	0	0	0	0	1	0	0
203841_x_at	MAPRE3	0	0	0	0	0	0	1
208949_s_at	LGALS3	0	0	0	0	1	0	0
201463_s_at	TALDO1	0	0	1	0	0	0	0
211987_at	TOP2B	0	0	0	0	0	0	1
211237_s_at	FGFR4	0	0	0	0	0	1	0
207154_at	DIO3	0	0	0	0	1	0	0
210205_at	B3GALT4	0	0	1	0	0	0	0
203295_s_at	ATP1A2	1	0	0	0	0	0	0
220313_at	GPR88	0	0	0	0	1	0	0
205641_s_at	TRADD	0	0	0	0	1	0	0
205978_at	KL	0	0	0	0	1	0	0
212931_at	TCF20	0	0	1	1	0	0	0
203131_at	PDGFRA	0	0	0	0	1	0	0
209101_at	CTGF	0	0	1	0	0	0	0
210145_at	PLA2G4A	0	0	0	0	0	1	0
222171_s_at	PKNOX2	0	0	0	0	1	0	0
213994_s_at	SPON1	0	0	0	0	1	0	0
200899_s_at	MGEA5	0	0	1	0	0	0	0
211057_at	ROR1	0	0	1	0	0	0	0
205713_s_at	COMP	0	0	0	0	1	0	0
211373_s_at	PSEN2	0	0	0	0	0	1	0
213489_at	MAPRE2	0	0	0	0	0	0	1
210550_s_at	RASGRF1	0	0	0	0	1	0	0
209986_at	ASCL1	0	0	0	0	1	0	0
211965_at	ZFP36L1	0	0	1	1	0	0	0
202337_at	PMF1	0	0	0	0	0	0	1
266_s_at	CD24	1	0	0	0	0	0	0
203533_s_at	CUL5	0	0	0	0	0	0	1
200824_at	GSTP1	0	0	0	0	0	1	0
209830_s_at	SLC9A3R2	0	0	0	0	0	1	0
211780_x_at	DCTN1	0	0	0	0	0	0	1
200953_s_at	CCND2	0	0	0	0	0	1	0
36920_at	MTM1	0	0	1	0	0	0	0
214619_at	CRHR1	0	0	0	0	1	0	0
220561_at	IGF2AS	0	0	0	0	1	0	0
201079_at	SYNGR2	0	0	0	0	0	1	0
204277_s_at	TK2	0	0	0	0	0	0	1
206498_at	OCA2	0	0	0	0	1	1	0
209731_at	NTHL1	1	0	0	0	0	1	0
208216_at	DLX4	0	0	0	0	1	0	0
209968_s_at	NCAM1	0	0	0	0	1	0	0
222351_at	PPP2R1B	1	0	1	0	0	0	0
205244_s_at	SLC13A3	1	0	0	0	0	0	0
209301_at	CA2	0	0	1	0	0	0	0
220889_s_at	CA10	0	0	0	0	1	0	0
203562_at	FEZ1	0	0	1	0	1	0	0
222238_s_at	POLM	0	0	0	0	0	0	1
206938_at	SRD5A2	0	0	0	0	1	0	0
211603_s_at	ETV4	1	1	0	0	0	0	0
204061_at	PRKX	1	0	0	0	0	0	0
203468_at	CDK10	0	0	0	0	0	1	1
209615_s_at	PAK1	1	0	0	0	0	0	0
211301_at	KCND3	0	0	0	0	1	0	0
216655_s_at	ETV6	0	0	0	0	0	0	0
203972_s_at	PEX3	0	0	0	0	0	1	0
215744_at	FUS	0	0	1	0	0	0	0
213825_at	OLIG2	0	0	0	0	1	0	0
214379_at	HNRPDL	0	0	0	0	0	1	0
210134_x_at	SHOX2	0	0	0	0	1	0	0
209843_s_at	SOX10	0	0	0	0	0	0	0
213768_s_at	ASCL1	0	0	0	0	1	0	0
63305_at	PKNOX2	0	0	0	0	1	0	0
221113_s_at	WNT16	0	0	0	0	1	0	0
209869_at	ADRA2A	0	0	0	0	1	0	0
201981_at	PAPPA	0	0	0	0	1	0	0
212590_at	RRAS2	1	0	0	0	0	0	0
218045_x_at	PTMS	0	0	0	0	0	0	1
2028_s_at	E2F1	0	0	0	0	0	1	1
212699_at	KLF4	0	0	0	0	1	0	0
205648_at	WNT2	0	0	0	0	1	0	0
221605_s_at	PIPOX	1	0	1	0	0	0	0
216975_x_at	NPAS1	0	0	0	0	1	0	0
216480_x_at	MLLT10	0	0	1	1	0	0	0
211400_at	FGFR2	0	0	1	0	0	0	0
210132_at	EFNA3	0	0	0	0	1	0	0
211347_at	CDC14B	0	0	1	0	0	0	0
205105_at	MAN2A1	1	0	0	0	0	0	0
210078_s_at	KCNAB1	0	0	0	0	1	0	0
202032_s_at	MAN2A2	0	0	0	0	0	1	0
206372_at	MYF6	0	0	0	0	1	0	0
203685_at	BCL2	0	0	0	0	1	1	0
211898_s_at	EPHB1	0	0	0	0	1	0	0
211490_at	ADRA1A	0	0	0	0	1	0	0
216275_at	BUB1	1	0	0	0	0	0	1
220983_s_at	SPRY4	1	0	0	0	0	0	0
204812_at	ZW10	0	0	0	0	0	0	1
221062_at	HS3ST3B1	0	0	0	0	1	0	0
218576_s_at	DUSP12	0	0	1	0	0	0	0
217351_at	KRT8	1	0	0	0	0	0	0
212501_at	CEBPB	0	0	0	0	0	0	0
204896_s_at	PTGER4	0	0	0	0	1	0	0
206373_at	ZIC1	0	0	1	1	1	0	0
204422_s_at	FGF2	1	0	1	0	0	0	0
34206_at	CENTD2	0	0	0	0	0	0	1
221378_at	CER1	1	0	0	0	0	0	0
207614_s_at	CUL1	0	0	0	0	0	0	1
210990_s_at	LAMA4	0	0	1	0	0	0	0
210687_at	CPT1A	0	0	1	0	0	0	0
200667_at	UBE2D3	0	0	1	0	0	0	0
217445_s_at	GART	1	0	0	0	0	0	0
217211_at	ACTB	0	0	0	0	0	1	0
220894_x_at	PRDM12	0	0	0	0	1	0	0
205924_at	RAB3B	1	0	0	0	0	0	0
37796_at	LRRN1	1	0	1	0	0	0	0
209416_s_at	FZR1	0	0	0	0	0	0	1
208931_s_at	ILF3	1	0	0	0	0	0	0
65517_at	AP1M2	1	0	0	0	0	0	0
211056_s_at	SRD5A1	0	0	0	0	0	1	0
208221_s_at	SLIT1	0	0	0	0	1	0	0
216882_s_at	NEBL	0	0	1	0	0	0	0
205676_at	CYP27B1	0	0	0	0	1	0	0
205024_s_at	RAD51	0	0	0	0	0	0	1
203934_at	KDR	0	0	1	0	0	0	0
219769_at	INCENP	0	0	0	0	0	0	1
204777_s_at	MAL	0	0	0	0	1	0	0
214611_at	GRIK1	0	0	0	0	1	0	0
206788_s_at	CBFB	0	0	0	0	0	0	0
205899_at	CCNA1	0	0	0	0	0	0	1
219494_at	RAD54B	1	0	1	0	0	0	0
206558_at	SIM2	0	0	0	0	1	0	0
205817_at	SIX1	0	0	0	0	1	0	0
211479_s_at	HTR2C	0	0	0	0	1	0	0
214908_s_at	TRRAP	0	0	0	0	0	0	1
203210_s_at	RFC5	0	0	0	0	0	0	1
206424_at	CYP26A1	1	1	0	0	1	0	0
200725_x_at	RPL10	0	0	0	0	0	1	0
215804_at	EPHA1	1	1	1	0	0	0	0
208896_at	DDX18	1	0	0	0	0	0	0
211274_at	TBX1	0	0	0	0	1	0	0
210355_at	PTHLH	0	0	0	0	1	0	0
221049_s_at	POLL	0	0	0	0	0	0	1
208219_at	ACVR1B	0	0	0	0	0	0	1
204130_at	HSD11B2	0	0	0	0	0	1	0
219498_s_at	BCL11A	0	0	0	0	0	0	0
210347_s_at	BCL11A	0	0	0	0	0	0	0
202501_at	MAPRE2	0	0	0	0	0	0	1
218768_at	NUP107	1	0	0	0	0	0	0
221674_s_at	CHRD	0	0	0	0	1	0	0
213535_s_at	UBE2I	0	0	0	0	0	0	1
206213_at	WNT10B	0	0	0	0	1	0	0
203935_at	ACVR1	0	0	0	0	0	0	1
219755_at	CBX8	0	0	0	0	1	0	0
208463_at	GABRA4	0	0	0	0	1	0	0
206432_at	HAS2	0	0	1	0	0	0	0
218457_s_at	DNMT3A	1	1	0	0	0	0	0
207921_x_at	PAX8	0	0	0	0	1	0	0
204021_s_at	PURA	0	0	0	0	0	0	1
210089_s_at	LAMA4	0	0	1	0	0	0	0
203078_at	CUL2	0	0	0	0	0	0	1
210139_s_at	PMP22	0	0	0	0	1	0	0
207725_at	POU4F2	0	0	0	0	1	0	0
200600_at	MSN	0	0	0	0	0	1	0
211399_at	FGFR2	0	0	1	0	0	0	0
222074_at	UROD	0	0	0	0	0	1	0
206209_s_at	CA4	0	0	1	0	0	0	0
209023_s_at	STAG2	0	0	0	0	0	0	1
214452_at	BCAT1	0	0	0	0	0	0	1
200607_s_at	RAD21	0	0	0	0	0	0	1
207733_x_at	RUVBL1	1	0	0	0	0	0	1
208497_x_at	NEUROG1	0	0	0	0	1	0	0
201372_s_at	CUL3	0	0	0	0	0	0	1
209859_at	TRIM9	0	0	0	0	1	0	0
207822_at	FGFR1	1	0	1	0	0	0	0
207106_s_at	LTK	0	0	0	0	1	0	0
208062_s_at	NRG2	0	0	0	0	1	0	0
209148_at	RXRB	0	0	0	0	0	1	0
205932_s_at	MSX1	0	0	0	0	1	0	0
205247_at	NOTCH4	0	0	0	0	0	1	0
205805_s_at	ROR1	0	0	1	0	0	0	0
210575_at	NUDC	0	0	0	0	0	0	1
203527_s_at	APC	0	0	0	0	0	1	0
221411_at	HOXD12	0	0	0	0	1	0	0
203989_x_at	F2R	0	0	0	0	1	0	0
204604_at	PFTK1	0	0	1	0	0	0	0
201173_x_at	NUDC	0	0	0	0	0	0	1
219454_at	EGFL6	0	0	0	0	1	0	0
208541_x_at	TFAM	1	0	0	0	0	0	0
216326_s_at	HDAC3	0	0	0	0	0	1	0
52651_at	ACTB	0	0	0	0	0	1	0
207927_at	HTR7	0	0	0	0	1	0	0
206811_at	ADCY8	0	0	0	0	1	0	0
216190_x_at	ITGB1	0	0	0	0	0	1	1
221124_s_at	VSX1	0	0	0	0	1	0	0
217264_s_at	SCNN1A	1	0	0	0	0	0	0
208811_s_at	DNAJB6	1	0	0	0	0	0	0
210728_s_at	CALCA	0	0	0	0	1	0	0
214316_x_at	CALR	0	0	0	0	0	0	0
214060_at	SSBP1	0	0	0	0	0	0	1
213373_s_at	CASP8	0	0	0	0	0	1	0
211692_s_at	BBC3	0	0	0	0	0	1	0
215130_s_at	GPRC5B	1	0	0	0	0	0	0
204897_at	PTGER4	0	0	0	0	1	0	0
213378_s_at	DDX11	0	0	0	0	0	0	1
210248_at	WNT7A	0	0	0	0	1	0	0
203969_at	PEX3	0	0	0	0	0	1	0
210997_at	HGF	0	0	0	0	0	0	1
221775_x_at	RPL22	0	0	0	0	0	1	0
209893_s_at	FUT4	0	0	0	0	1	0	0
202945_at	FPGS	0	0	0	0	0	1	0
204014_at	DUSP4	0	0	0	0	1	0	0
202466_at	POLS	0	0	0	0	0	0	1
221555_x_at	CDC14B	0	0	1	0	0	0	0
211945_s_at	ITGB1	0	0	0	0	0	1	1
208378_x_at	FGF5	0	0	0	0	1	0	0
207080_s_at	PYY	0	0	0	0	1	0	0
201450_s_at	TIA1	1	0	0	0	0	0	0
206113_s_at	RAB5A	0	0	1	0	0	0	0
216973_s_at	HOXB7	0	0	0	0	1	0	0
209296_at	PPM1B	1	0	0	0	0	0	0
222259_s_at	SPO11	0	0	0	0	0	0	1
219827_at	UCP3	0	0	0	0	0	1	0
205925_s_at	RAB3B	1	0	0	0	0	0	0
207768_at	EGR4	0	0	0	0	1	0	0
212672_at	ATM	0	0	0	0	0	0	1
220043_s_at	MFI2	0	0	0	0	0	1	0
219701_at	TMOD2	0	0	0	0	1	0	0
207640_x_at	NTN2L	0	0	0	0	0	1	0
205480_s_at	UGP2	1	0	0	0	0	0	0
203692_s_at	E2F3	0	0	0	0	0	0	0
211334_at	MRE11A	1	0	0	0	0	0	0
211266_s_at	GPR4	0	0	0	0	0	1	0
221325_at	KCNK13	0	0	0	0	1	0	0
220443_s_at	VAX2	0	0	0	0	1	0	0
209693_at	ASTN2	0	0	0	0	1	0	0
206104_at	ISL1	0	0	0	0	1	0	0
201092_at	RBBP7	0	0	0	0	0	0	1
202532_s_at	DHFR	1	0	0	0	0	0	0
214009_at	MSL3L1	0	0	0	0	0	0	0
215933_s_at	HHEX	0	0	1	1	1	0	0
201611_s_at	ICMT	0	0	1	0	0	0	0
202924_s_at	PLAGL2	0	0	0	0	0	0	0
208513_at	FOXB1	0	0	0	0	1	0	0
213283_s_at	SALL2	1	0	0	0	0	0	0
213789_at	EBP	0	0	0	0	0	1	0
205882_x_at	ADD3	0	0	1	0	0	0	0
220025_at	TBR1	0	0	0	0	1	0	0
207059_at	PAX9	0	0	0	0	1	0	0
207199_at	TERT	0	0	0	0	0	1	0
206807_s_at	ADD2	1	0	0	0	0	0	0
206415_at	TLL1	0	0	0	0	1	0	0
202035_s_at	SFRP1	1	0	1	0	1	0	0
202457_s_at	PPP3CA	0	0	0	0	0	0	1
216178_x_at	ITGB1	0	0	0	0	0	1	1
219358_s_at	CENTA2	0	0	0	0	1	0	0
221841_s_at	KLF4	0	0	0	0	1	0	0
203632_s_at	GPRC5B	1	0	0	0	0	0	0
206602_s_at	HOXD3	0	0	0	0	1	0	0
201938_at	CDK2AP1	0	0	0	0	0	0	1
202862_at	FAH	0	0	0	0	0	1	0
207162_s_at	CACNA1B	0	0	0	0	1	0	0
208901_s_at	TOP1	0	0	0	0	0	1	1
203163_at	KATNB1	0	0	0	0	0	0	1
211040_x_at	GTSE1	0	0	0	0	0	0	1
217331_at	PABPC1	0	0	0	0	0	1	0
203888_at	THBD	0	0	0	0	1	0	0
203948_s_at	MPO	0	0	0	0	0	1	0
205440_s_at	NPY1R	0	0	0	0	1	0	0
201446_s_at	TIA1	1	0	0	0	0	0	0
216668_at	PABPC1	0	0	0	0	0	1	0
205646_s_at	PAX6	0	0	0	0	1	0	0
213508_at	RPS6	0	0	0	0	0	1	0
209775_x_at	SLC19A1	0	0	0	0	0	1	0
201371_s_at	CUL3	0	0	0	0	0	0	1
204465_s_at	INA	0	0	0	0	1	0	0
207328_at	ALOX15	0	0	0	0	1	0	0
210374_x_at	PTGER3	0	0	0	0	1	0	0
206622_at	TRH	0	0	0	0	1	0	0
208574_at	SOX14	0	0	0	0	1	0	0
216421_at	RPL27A	0	0	0	0	0	1	0
206748_s_at	SPAG9	0	0	1	0	0	0	0
208275_x_at	UTF1	1	0	0	0	0	0	0
204060_s_at	PRKX	1	0	0	0	0	0	0
205110_s_at	FGF13	1	0	0	0	0	0	0
31861_at	IGHMBP2	0	0	0	0	0	0	1
214360_at	SMARCA4	0	0	0	0	0	0	0
200715_x_at	RPL13A	0	0	0	0	0	1	0
200952_s_at	CCND2	0	0	0	0	0	1	0
211348_s_at	CDC14B	0	0	1	0	0	0	0
216213_at	NEK1	0	0	0	0	0	0	1
208796_s_at	CCNG1	0	0	0	0	0	0	1
203079_s_at	CUL2	0	0	0	0	0	0	1
204708_at	MAPK4	0	0	0	0	1	0	0
212360_at	AMPD2	0	0	0	0	0	1	0
207242_s_at	GRIK1	0	0	0	0	1	0	0
209842_at	SOX10	0	0	0	0	0	0	0
207209_at	CETN1	0	0	0	0	0	0	1
201921_at	GNG10	0	0	1	0	0	0	0
207014_at	GABRA2	0	0	0	0	1	0	0
202345_s_at	FABP5	1	0	0	0	0	0	0
206806_at	DGKI	0	0	0	0	1	0	0
219884_at	LHX6	0	0	0	0	1	0	0
208070_s_at	REV3L	0	0	0	0	0	0	1
221584_s_at	KCNMA1	0	0	0	0	1	0	0
200779_at	ATF4	0	0	0	0	0	1	0
90610_at	LRRN1	1	0	1	0	0	0	0
206511_s_at	SIX2	0	0	0	0	1	0	0
211827_s_at	KCND3	0	0	0	0	1	0	0
205209_at	ACVR1B	0	0	0	0	0	0	1
210419_at	BARX2	0	0	0	0	1	0	0
210487_at	DNTT	0	0	0	0	0	0	1
213867_x_at	ACTB	0	0	0	0	0	1	0
220102_at	FOXL2	0	0	0	0	1	0	0
202763_at	CASP3	1	0	0	0	0	0	0
211473_s_at	COL4A6	0	0	0	0	1	0	0
211559_s_at	CCNG2	0	0	0	0	0	0	1
211802_x_at	CACNA1G	0	0	0	0	1	0	0
212520_s_at	SMARCA4	0	0	0	0	0	0	0
221977_at	TBX2	0	0	0	0	1	0	0
200956_s_at	SSRP1	0	0	0	0	0	0	1
201752_s_at	ADD3	0	0	1	0	0	0	0
208966_x_at	IFI16	0	0	1	1	0	0	0
208389_s_at	SLC1A2	0	0	0	0	1	0	0
209194_at	CETN2	0	0	0	0	0	0	1
221359_at	GDNF	0	0	0	0	1	0	0
211277_x_at	APP	0	0	0	0	0	1	1
202401_s_at	SRF	0	0	0	0	0	0	0
213608_s_at	TIP39	0	0	0	0	1	0	0
203706_s_at	FZD7	1	0	0	0	0	0	0
204918_s_at	MLLT3	0	0	0	0	1	0	0
206282_at	NEUROD1	0	0	0	0	1	0	0
203166_at	CFDP1	0	0	0	0	0	1	0
211897_s_at	CRHR1	0	0	0	0	1	0	0
203930_s_at	MAPT	0	0	0	0	1	0	0
222161_at	NAALAD2	0	0	1	0	0	0	0
209414_at	FZR1	0	0	0	0	0	0	1
213281_at	JUN	0	0	0	0	1	1	0
219140_s_at	RBP4	0	0	0	0	1	0	0
212401_s_at	CDC2L2	0	0	0	0	0	0	1
212309_at	CLASP2	0	0	0	0	0	0	1
204234_s_at	ZNF195	1	0	0	0	0	0	0
214130_s_at	PDE4DIP	0	0	0	0	1	0	0
206474_at	PCTK2	0	0	1	0	0	0	0
209776_s_at	SLC19A1	0	0	0	0	0	1	0
200964_at	UBE1	0	0	0	0	0	0	1
201471_s_at	SQSTM1	0	0	0	0	0	1	0
219790_s_at	NPR3	0	0	0	0	1	0	0
207520_at	RPS24	1	0	0	0	0	0	0
206675_s_at	SKIL	0	0	1	0	0	0	0
217071_s_at	MTHFR	0	0	0	0	0	1	0
208196_x_at	NFATC1	0	0	0	0	0	0	1
205852_at	CDK5R2	0	0	0	0	1	0	0
206739_at	HOXC5	0	0	0	0	1	0	0
213720_s_at	SMARCA4	0	0	0	0	0	0	0
209961_s_at	HGF	0	0	0	0	0	0	1
210126_at	RUVBL1	1	0	0	0	0	0	1
201853_s_at	CDC25B	0	0	0	0	0	0	1
207676_at	ONECUT2	0	0	0	0	1	0	0
208060_at	PAX7	0	0	0	0	1	0	0
207690_at	ALX3	0	0	0	0	1	0	0
207147_at	DLX2	0	0	0	0	1	0	0
221295_at	CIDEA	0	0	0	0	1	0	0
211253_x_at	PYY	0	0	0	0	1	0	0
211273_s_at	TBX1	0	0	0	0	1	0	0
212454_x_at	HNRPDL	0	0	0	0	0	1	0
215145_s_at	CNTNAP2	1	0	0	0	0	0	0
200602_at	APP	0	0	0	0	0	1	1
211535_s_at	FGFR1	1	0	1	0	0	0	0
211492_s_at	ADRA1A	0	0	0	0	1	0	0
221336_at	ATOH1	0	0	0	0	1	0	0
214270_s_at	MAPRE3	0	0	0	0	0	0	1
212752_at	CLASP1	0	0	0	0	0	0	1
205724_at	PKP1	0	0	0	0	1	0	0
207679_at	PAX3	0	0	0	0	1	0	0
210989_at	LAMA4	0	0	1	0	0	0	0
203040_s_at	HMBS	0	0	0	0	0	1	0
211547_s_at	PAFAH1B1	0	0	0	0	0	0	1
204560_at	FKBP5	1	0	0	0	0	0	0
213649_at	SFRS7	1	0	0	0	0	0	0
206018_at	FOXG1B	0	0	0	0	0	0	0
218878_s_at	SIRT1	1	0	0	0	0	1	0
205365_at	HOXB6	0	0	0	0	1	0	0
203220_s_at	TLE1	0	0	0	0	0	0	0
206634_at	SIX3	0	0	0	0	1	0	0
208305_at	PGR	0	0	0	0	1	0	0
207767_s_at	EGR4	0	0	0	0	1	0	0
207746_at	POLQ	0	0	0	0	0	0	1
205747_at	CBLN1	0	0	0	0	1	0	0
204449_at	PDCL	0	0	1	0	0	0	0
203100_s_at	CDYL	0	0	1	0	0	0	0
216711_s_at	TAF1	0	0	0	0	0	0	1
211089_s_at	NEK3	0	0	0	0	0	0	1
203783_x_at	POLRMT	0	0	0	0	0	0	1
211491_at	ADRA1A	0	0	0	0	1	0	0
210745_at	ONECUT1	0	0	0	0	1	0	0
216990_at	GART	1	0	0	0	0	0	0
221608_at	WNT6	0	0	0	0	1	0	0
208169_s_at	PTGER3	0	0	0	0	1	0	0
210753_s_at	EPHB1	0	0	0	0	1	0	0
201696_at	SFRS4	0	0	1	0	0	0	0
211259_s_at	BMP7	0	0	1	0	0	0	0
200900_s_at	M6PR	1	0	0	0	0	0	0
204891_s_at	LCK	1	0	0	0	0	0	0
205831_at	CD2	0	0	0	0	0	1	0
219533_at	CDKN1C	0	0	0	0	0	0	1
210332_at	ACHE	0	0	0	0	0	0	1
204566_at	PPM1D	0	0	0	0	0	0	1
214289_at	PSMB1	0	0	0	0	0	1	0
213328_at	NEK1	0	0	0	0	0	0	1
202891_at	NIT1	0	0	0	0	0	1	0
221530_s_at	BHLHB3	0	0	0	0	1	0	0
213048_s_at	SET	0	0	1	0	0	0	1
209392_at	ENPP2	0	0	1	0	0	0	0
202028_s_at	CITED1	0	0	0	0	1	0	0
206891_at	ACTN3	1	0	0	0	0	0	0
215277_at	PCDH1	1	0	0	0	0	0	0
204692_at	LRRN1	1	0	1	0	0	0	0
210605_s_at	MFGE8	1	0	0	0	0	0	0
206237_s_at	NRG1	0	0	0	0	1	0	0
214178_s_at	SOX2	1	0	1	1	0	0	0
211556_at	MAPRE2	0	0	0	0	0	0	1
214022_s_at	IFITM1	1	0	0	0	0	0	0
208478_s_at	BAX	0	0	0	0	0	1	0
121_at	PAX8	0	0	0	0	1	0	0
220364_at	FLJ11235	0	0	0	0	1	0	0
204269_at	PIM2	1	0	0	0	0	1	0
212669_at	CAMK2G	0	0	0	0	0	0	1
210253_at	HTATIP2	0	0	0	0	0	0	0
201201_at	CSTB	0	0	0	0	0	1	0
221956_at	LRRN1	1	0	1	0	0	0	0
206387_at	CDX2	0	0	0	0	1	0	0
210079_x_at	KCNAB1	0	0	0	0	1	0	0
221989_at	RPL10	0	0	0	0	0	1	0
209089_at	RAB5A	0	0	1	0	0	0	0
213116_at	NEK3	0	0	0	0	0	0	1
206657_s_at	MYOD1	0	0	0	0	1	0	0
207992_s_at	AMPD3	0	0	0	0	0	1	0
214528_s_at	PAX8	0	0	0	0	1	0	0
213722_at	SOX2	1	0	1	1	0	0	0
206812_at	ADRB3	0	0	0	0	1	0	0
204926_at	INHBA	0	0	0	0	0	0	1
209552_at	PAX8	0	0	0	0	1	0	0
216320_x_at	MST1	0	0	0	0	0	1	0
208712_at	CCND1	0	0	0	0	0	1	1
216962_at	C1QBP	1	0	0	0	0	0	0
213384_x_at	PLCB3	1	0	0	0	0	0	0
217476_at	NR1D1	0	0	0	0	0	1	0
206863_x_at	HRK	0	0	0	0	1	0	0
208213_s_at	KCNAB1	0	0	0	0	1	0	0
203067_at	PDX1	0	0	0	0	1	0	0
206864_s_at	HRK	0	0	0	0	1	0	0
207005_s_at	BCL2	0	0	0	0	1	1	0
206783_at	FGF4	0	0	0	0	0	0	1
219671_at	HPCAL4	0	0	0	0	1	0	0
221805_at	NEFL	0	0	0	0	1	0	0
207818_s_at	HTR7	0	0	0	0	1	0	0
210473_s_at	CDC2L2	0	0	0	0	0	0	1
207551_s_at	MSL3L1	0	0	0	0	0	0	0
206541_at	KLKB1	1	0	0	0	0	0	0
203928_x_at	MAPT	0	0	0	0	1	0	0
210246_s_at	ABCC8	0	0	0	0	1	0	0
207177_at	PTGFR	0	0	0	0	1	0	0
214953_s_at	APP	0	0	0	0	0	1	1
221755_at	ITGB1	0	0	0	0	0	1	1
209496_at	RARRES2	1	0	0	0	0	0	0
203526_s_at	APC	0	0	0	0	0	1	0
219908_at	DKK2	0	0	0	0	1	0	0
206235_at	LIG4	0	0	0	0	0	0	1
205023_at	RAD51	0	0	0	0	0	0	1
222026_at	RBM3	0	0	0	0	0	1	0
202885_s_at	PPP2R1B	1	0	1	0	0	0	0
202400_s_at	SRF	0	0	0	0	0	0	0
44783_s_at	HEY1	0	0	0	0	1	0	0
205974_at	HOXD1	0	0	0	0	1	0	0
207548_at	GRM7	0	0	0	0	1	0	0
208430_s_at	DTNA	0	0	1	0	0	0	0
218523_at	LHPP	0	0	1	0	0	0	0
203684_s_at	BCL2	0	0	0	0	1	1	0
209932_s_at	DUT	0	0	0	0	0	0	1
214558_at	GPR12	0	0	0	0	1	0	0
207924_x_at	PAX8	0	0	0	0	1	0	0
203844_at	VHL	0	0	0	0	0	1	0
211398_at	FGFR2	0	0	1	0	0	0	0
205605_at	HOXD9	0	0	0	0	1	0	0
209168_at	GPM6B	1	0	0	0	1	0	0
205268_s_at	ADD2	1	0	0	0	0	0	0
201839_s_at	TACSTD1	1	0	0	0	0	0	0
204602_at	DKK1	0	0	1	0	1	0	0
210998_s_at	HGF	0	0	0	0	0	0	1
208232_x_at	NRG1	0	0	0	0	1	0	0
203132_at	RB1	0	0	0	0	0	0	1
208432_s_at	CACNA1E	0	0	0	0	1	0	0
205710_at	LRP2	0	0	0	0	1	0	0
204775_at	CHAF1B	0	0	0	0	0	0	1
209985_s_at	ASCL1	0	0	0	0	1	0	0
215894_at	PTGDR	0	0	0	0	1	0	0
207662_at	TBX1	0	0	0	0	1	0	0
208345_s_at	POU3F1	0	0	0	0	1	0	0
206194_at	HOXC4	0	0	0	0	1	0	0
211540_s_at	RB1	0	0	0	0	0	0	1
202892_at	CDC23	0	0	0	0	0	0	1
210199_at	CRYAA	0	0	0	0	0	0	1
209100_at	IFRD2	0	0	0	0	0	1	0
208234_x_at	FGFR2	0	0	1	0	0	0	0
200901_s_at	M6PR	1	0	0	0	0	0	0
213660_s_at	TOP3B	0	0	0	0	0	0	1
203631_s_at	GPRC5B	1	0	0	0	0	0	0
208319_s_at	RBM3	0	0	0	0	0	1	0
207694_at	POU3F4	0	0	0	0	1	0	0
208230_s_at	NRG1	0	0	0	0	1	0	0
209604_s_at	GATA3	0	0	0	0	1	0	0
210028_s_at	ORC3L	0	0	0	0	0	0	1
202294_at	STAG1	0	0	0	0	0	0	1
206693_at	IL7	0	0	0	0	1	0	0
210161_at	NFATC1	0	0	0	0	0	0	1
208333_at	LHX5	0	0	0	0	1	0	0
200061_s_at	RPS24	1	0	0	0	0	0	0
206879_s_at	NRG2	0	0	0	0	1	0	0
210758_at	PSIP1	1	0	0	0	0	0	0
200997_at	RBM4	0	1	0	0	0	0	0
211380_s_at	PRKG1	0	0	0	0	1	0	0
219883_at	KCNK4	0	0	0	0	1	0	0
210475_at	POU3F1	0	0	0	0	1	0	0
