LUID	Gene Names	Accession Numbers
154923	Uqcrc2	AV054658
189388	Fkbp1a	BG074872
155482	2810417H13Rik	AV058352
173049	NA	NA
177891	3110001H15Rik	BG064516
172946	NA	NA
163658	Pgm1	AV015310
168488	Psma1	AV140237
175237	Adcy7	AA797434
155719	Ptpns1	AV059851
176999	Fasn	BG063838
172371	9130413I22Rik	AI841222
181005	NA	C85922
157374	NA	AV114144
175027	Socs5	AA220816
176173	9430016H08Rik	BG062984
187723	NA	AW549923
186430	0610012D09Rik	BG072357
619230	NA	NA
157663	Rbm10	AV141503
179760	Cdc25a	C78430
159664	Cxcl7	AV093678
163104	Fasn	AV010303
619139	NA	NA
161890	NA	AV038237
153835	1700022C02Rik	AV043008
178653	Bap1	BG065217
180101	Cdca3	BG066499
176680	Melk	BG063506
191038	D11Ertd99e	BG076265
190509	Tbl1x	BG075809
189765	NA	BG075190
154545	NA	AV051089
190870	Prc1	BG076116
178599	Ppia	BG065164
154427	Smarcb1	AV050198
172147	Chga	AI839579
182311	4931433E08Rik	BG068543
183987	Pter	AU014967
172185	NA	AI837760
175255	Mapk3	BE134865
191238	Dhx40	BG076498
184964	BC010304	BG071066
190307	Rpl10a	BG075664
161059	Drd1ip	AV032201
172163	Fhl1	AI839950
181482	Hipk3	BG067776
175346	H2-DMb1	AA709560
183879	D5Ertd606e	BG069959
152159	NA	AV066128
186709	Plekha6	BG072577
191227	BC022960	BG076490
161047	Lrig1	AV032063
176760	Sp3	BG063568
181147	NA	BG067450
171640	Slc16a2	AA199215
172062	Eno3	AI841640
152201	Pcyt2	AV066078
173190	NA	NA
159921	Mcam	AV094637
190245	1500019C06Rik	BG075611
166265	AA986860	AV025368
173685	NA	NA
163862	Sult1b1	AV073582
152269	Por	AV066159
